Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,,All Too Well (10 Minute Version) [Taylor's Version] [From The Vault],Taylor Swift,1,72358590,,https://www.youtube.com/watch?v=tollGa3S0o8
2,1,love nwantiti (ah ah ah) (feat. Joeboy & Kuami Eugene),CKay,11,64869746,-15.4%,https://www.youtube.com/watch?v=MxjrsDV8Aeo
3,2,MONEY,LISA,10,48623552,-11%,https://www.youtube.com/watch?v=dNCWe_6HAM8
4,,SCIENTIST,TWICE,1,40029508,,https://www.youtube.com/watch?v=vPwaXytZcgI
5,5,Raataan Lambiyan,"Tanishk Bagchi, Jubin Nautiyal & Asees Kaur",16,36154862,-14.6%,https://www.youtube.com/watch?v=gvyUuxdRdR4
6,8,Pepas,Farruko,18,35423804,7.6%,https://www.youtube.com/watch?v=y8trd3gjJt0
7,4,Dil Galti Kar Baitha Hai,"Jubin Nautiyal, Meet Bros & Shardul Rathod",8,34303338,-21.6%,https://www.youtube.com/watch?v=1--qqQrimMA
8,9,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,17,31067789,-1.9%,https://www.youtube.com/watch?v=UTHLKHL_whs
9,7,STAY,The Kid Laroi & Justin Bieber,19,30671839,-8.5%,https://www.youtube.com/watch?v=kTJczUoc26U
10,19,Kusu Kusu,Zahrah S Khan & Dev Negi,2,28442677,70.5%,https://www.youtube.com/watch?v=RgzLnmTaCAU
11,3,Tip Tip,Udit Narayan & Alka Yagnik,2,27495531,-40.9%,https://www.youtube.com/watch?v=l9u8Zb4fY1c
12,,Jugnu (feat. Nikhita Gandhi),Badshah,2,26884197,,https://www.youtube.com/watch?v=ksY3wb4vtlA
13,16,Naatu Naatu,Rahull Siplgani & Kaala Bhairava,2,25987253,28.6%,https://www.youtube.com/watch?v=Gt9WzC4WDEA
14,10,LALISA,LISA,10,23332435,-9.6%,https://www.youtube.com/watch?v=awkkyBH2zEo
15,12,Easy On Me,Adele,5,22976597,-0.6%,https://www.youtube.com/watch?v=X-yIEMduRXk
16,13,The Feels,TWICE,7,22797723,0.7%,https://www.youtube.com/watch?v=f5_wn8mexmM
17,6,Na Ja,Pav Dharia,3,22209578,-39.7%,https://www.youtube.com/watch?v=Q-GOFPM01d0
18,25,Ameaça,"Paulo Pires, MC Danny & Marcynho Sensação",3,19609836,26.3%,https://www.youtube.com/watch?v=TNIbXs_iNq8
19,14,Param Sundari,A. R. Rahman & Shreya Ghoshal,17,18853638,-13.1%,https://www.youtube.com/watch?v=w4ClQO0FFQg
20,17,Save Your Tears,The Weeknd,46,18334057,3.3%,https://www.youtube.com/watch?v=XXYlFuWEuKI
21,39,Enemy (feat. JID),Imagine Dragons,3,18300034,42.5%,https://www.youtube.com/watch?v=D9G1VOjN_84
22,15,Butter,BTS,26,17811623,-11.9%,https://www.youtube.com/watch?v=WMweEpGlu_U
23,,I Bet You Think About Me (Taylor's Version) [From The Vault] (feat. Chris Stapleton),Taylor Swift,1,17616078,,https://www.youtube.com/watch?v=5UMCrq-bBCg
24,27,Saami Saami,Mounika Yadav,4,17109031,13.8%,https://www.youtube.com/watch?v=C70GJYVoZ4Y
25,28,Todo Mundo Menos Você,Marília Mendonça & Maiara & Maraisa,2,16979616,15%,https://www.youtube.com/watch?v=UDVr3ab3NVM
26,,Toma Toma Vapo Vapo,Zé Felipe & MC Danny,1,16534828,,https://www.youtube.com/watch?v=ey6H_cBy-OQ
27,18,Lut Gaye (feat. Emraan Hashmi),Jubin Nautiyal,39,16336256,-3.5%,https://www.youtube.com/watch?v=sCbbMZ-q4-I
28,,Bar,TINI & L-Gante,1,16331571,,https://www.youtube.com/watch?v=0f3ZHuC-l0c
29,,LA FAMA (feat. The Weeknd),Rosalía,1,15888588,,https://www.youtube.com/watch?v=e-CEd6xrRQc
30,29,Esqueça-Me Se For Capaz,Marília Mendonça & Maiara & Maraisa,2,15785852,8.7%,https://www.youtube.com/watch?v=I8va_ChEIAI
31,21,Pudina Ae Haseena,Pawan Singh & Anupama Yadav,24,15664014,-3.1%,https://www.youtube.com/watch?v=iY3vrGP6XIE
32,32,Chatak Matak,Renuka Panwar,46,15475674,9.2%,https://www.youtube.com/watch?v=s9AICwTKgOg
33,22,Woman,Doja Cat,16,15380287,-2.7%,https://www.youtube.com/watch?v=yxW5yuzVi8w
34,70,अईहा ससुरारी जीजा जी,Ankush Raja & Shilpi Raj,2,15232155,49.2%,https://www.youtube.com/watch?v=7mbNrE7tdXQ
35,11,Smokin Out The Window,"Bruno Mars, Anderson .Paak & Silk Sonic",2,14793423,-37.5%,https://www.youtube.com/watch?v=GG7fLOmlhYg
36,23,Bad Habits,Ed Sheeran,21,14481958,-7.9%,https://www.youtube.com/watch?v=orJSJGHjBLI
37,26,Savage,aespa,7,14078742,-7.2%,https://www.youtube.com/watch?v=WPdWvnAAurg
38,73,اتنسيت,MUSliM,2,13985027,44.7%,https://www.youtube.com/watch?v=BGkL2Pq-g3A
39,35,Happier Than Ever,Billie Eilish,16,13771492,-2.1%,https://www.youtube.com/watch?v=5GJWxDKyk3A
40,38,Heat Waves,Glass Animals,11,13766265,4%,https://www.youtube.com/watch?v=mRD0-GxqHVo
41,48,बुलेट प जीजा,Vinay Pandey Sanu & Shilpi Raj,4,13658408,10.7%,https://www.youtube.com/watch?v=ClWH9LfCeks
42,,I JUST WANNA PEN FAN YOU DAI BOR ? (อ้ายจัสวอนน่าเป็นแฟนยูได้บ่ ?),Singto Numchoke,1,13431240,,https://www.youtube.com/watch?v=Xh89WD3CBEU
43,58,Sobrio,Maluma,18,13076618,13.5%,https://www.youtube.com/watch?v=RljdPIfnp0U
44,40,Ranjha,B Praak & Jasleen Royal,15,12836172,0.3%,https://www.youtube.com/watch?v=tC1L9qjOzXs
45,,Hey My Love,DEEPSYSTEM,1,12826481,,https://www.youtube.com/watch?v=VaNYrskkWBk
46,30,Toxic (Live),BoyWithUke,4,12807020,-11.2%,https://www.youtube.com/watch?v=yvzKKZp3usE
47,31,Need To Know,Doja Cat,19,12722662,-10.2%,https://www.youtube.com/watch?v=dI3xkL7qUAc
48,46,Terre Pyaar Mein,Himesh Reshammiya,9,12552621,0.4%,https://www.youtube.com/watch?v=ia5CdcuqSWk
49,45,Cold Heart (PNAU Remix),"Elton John, Dua Lipa & Pnau",7,12489644,-0.8%,https://www.youtube.com/watch?v=qod03PVTLqk
50,44,Shivers,Ed Sheeran,10,12476987,-1.1%,https://www.youtube.com/watch?v=Il0S8BoucSA
