Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Oo Antava..Oo Oo Antava,Indravathi Chauhan,3,79335077,-12.5%,https://www.youtube.com/watch?v=u_wB6byrl5k
2,3,Saami Saami,Mounika Yadav,10,54693296,12%,https://www.youtube.com/watch?v=C70GJYVoZ4Y
3,2,love nwantiti (ah ah ah) (feat. Joeboy & Kuami Eugene),CKay,17,53579914,4.5%,https://www.youtube.com/watch?v=MxjrsDV8Aeo
4,8,Makeup Wala Mukhda,Dev Pagli & Jigar Thakor,6,41039245,30.8%,https://www.youtube.com/watch?v=PoerGJlHUms
5,5,All I Want For Christmas Is You,Mariah Carey,40,34054925,1.6%,https://www.youtube.com/watch?v=aAkMkVFwAoo
6,4,abcdefu,GAYLE,6,32505202,-13.7%,https://www.youtube.com/watch?v=NaFd8ucHLuo
7,18,Butter,BTS,32,30607723,38.4%,https://www.youtube.com/watch?v=WMweEpGlu_U
8,9,MONEY,LISA,16,29688822,-1.9%,https://www.youtube.com/watch?v=dNCWe_6HAM8
9,15,Pepas,Farruko,24,28484215,19.2%,https://www.youtube.com/watch?v=y8trd3gjJt0
10,11,Easy On Me,Adele,11,28405570,-0.6%,https://www.youtube.com/watch?v=X-yIEMduRXk
11,6,Raataan Lambiyan,"Tanishk Bagchi, Jubin Nautiyal & Asees Kaur",22,27980245,-13.2%,https://www.youtube.com/watch?v=gvyUuxdRdR4
12,12,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,23,25924382,-0.6%,https://www.youtube.com/watch?v=UTHLKHL_whs
13,14,Enemy (feat. JID),Imagine Dragons,9,24530930,0.5%,https://www.youtube.com/watch?v=D9G1VOjN_84
14,10,Dil Galti Kar Baitha Hai,"Jubin Nautiyal, Meet Bros & Shardul Rathod",14,24521182,-18.9%,https://www.youtube.com/watch?v=1--qqQrimMA
15,17,Last Christmas,Wham!,26,24391344,9.9%,https://www.youtube.com/watch?v=E8gmARGvPlI
16,31,Dance Meri Rani (feat. Nora Fatehi & Guru Randhawa),Guru Randhawa & Zahrah S Khan,2,23480076,59.1%,https://www.youtube.com/watch?v=G-XMiVMlLRI
17,45,Toma Toma Vapo Vapo,Zé Felipe & MC Danny,7,23414853,79.6%,https://www.youtube.com/watch?v=ey6H_cBy-OQ
18,16,Bijlee Bijlee,Harrdy Sandhu,7,23044922,-2.4%,https://www.youtube.com/watch?v=NwdQx2P_ytk
19,13,STAY,The Kid Laroi & Justin Bieber,25,22785199,-12.3%,https://www.youtube.com/watch?v=kTJczUoc26U
20,80,Terre Pyaar Mein,Himesh Reshammiya,15,21952225,121.9%,https://www.youtube.com/watch?v=ia5CdcuqSWk
