Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,2,Dynamite,BTS,5,92144593,14.5%,https://www.youtube.com/watch?v=gdZLi9oWNZg
2,1,Hawái,Maluma,8,71922304,-13.8%,https://www.youtube.com/watch?v=pK060iUFWXg
3,3,Ice Cream,BLACKPINK & Selena Gomez,4,55772983,-21.8%,https://www.youtube.com/watch?v=vRXZj0DzXIA
4,4,WAP (feat. Megan Thee Stallion),Cardi B,7,52520974,-9.4%,https://www.youtube.com/watch?v=hsm4poTWjMs
5,5,How You Like That,BLACKPINK,13,51398685,-6.8%,https://www.youtube.com/watch?v=ioNng23DkIM
6,6,Caramelo (Remix),"KAROL G, Myke Towers & Ozuna",15,43171737,3.6%,https://www.youtube.com/watch?v=KilybZma5vY
7,,Holy (feat. Chance The Rapper),Justin Bieber,1,41684069,,https://www.youtube.com/watch?v=pvPsJFRGleA
8,7,Relación (Remix),"Sech, Daddy Yankee, J Balvin, Rosalía & Farruko",19,41080955,7.6%,https://www.youtube.com/watch?v=XseIJg8Vyj0
9,10,Feelings,Sumit Goswami,10,32983440,4%,https://www.youtube.com/watch?v=AZmAgoir1Tc
10,9,Life Is Good (feat. Drake),FUTURE,36,31369646,-4.4%,https://www.youtube.com/watch?v=l0U7SxXHkPY
11,8,"Ay, DiOs Mío!",KAROL G,11,29768930,-12.3%,https://www.youtube.com/watch?v=Ou2c2aj5Fcw
12,11,La Jeepeta (Remix),"Nio Garcia, Brray, Juanka, Anuel AA & Myke Towers",22,28164922,-10.8%,https://www.youtube.com/watch?v=yErttA9tEro
13,15,Tattoo (Remix),Rauw Alejandro & Camilo,29,27012549,-2.2%,https://www.youtube.com/watch?v=wJT-YKmlWJc
14,12,Savage Love (Karaoke),"Jawsh 685, Jason Derulo & Sing King",15,26622891,-13.6%,https://www.youtube.com/watch?v=gUci-tsiU4I
15,13,Agua,Tainy & J Balvin,11,26537142,-8.9%,https://www.youtube.com/watch?v=QLz9VaksClg
16,14,بالبنط العريض,Hussain Al Jassmi,5,26183660,-9.1%,https://www.youtube.com/watch?v=M3sxUE4eIac
17,20,Jerusalema (feat. Nomcebo Zikode),Master KG,10,23399470,15.1%,https://www.youtube.com/watch?v=fCZVL_8D048
18,16,La Curiosidad,"Jay Wheeler, DJ Nelson & Myke Towers",13,22590950,-9.9%,https://www.youtube.com/watch?v=Q_gIYp078so
19,,Me Gusta (feat. Cardi B & Myke Towers),Anitta,1,22208937,,https://www.youtube.com/watch?v=kIbjHtE4fd8
20,,911,Lady Gaga,1,21441176,,https://www.youtube.com/watch?v=58hoktsqk_Q
21,18,Blinding Lights,The Weeknd,40,21430123,-3.9%,https://www.youtube.com/watch?v=4NRXx6U8ABQ
22,36,Se Te Nota,Lele Pons & Guaynaa,2,19032957,28.2%,https://www.youtube.com/watch?v=BHkxKmr4Ffg
23,24,Mi Cuarto,Jerry Di,7,18691502,-0.8%,https://www.youtube.com/watch?v=KuDP3cEbcTo
24,17,Oh Juliana,Niack,11,18597893,-16.7%,https://www.youtube.com/watch?v=Tun92VU2OkU
25,25,Heather,Conan Gray,6,18063721,-3.5%,https://www.youtube.com/watch?v=24u3NoPvgMw
26,,Taaron Ke Shehar,Neha Kakkar & Jubin Nautiyal,1,17653438,,https://www.youtube.com/watch?v=VAZxSoKb65o
27,23,Khairiyat,Arijit Singh,15,17612669,-6.6%,https://www.youtube.com/watch?v=hoNb6HuNmU0
28,38,La Tóxica (Remix) (feat. Jay Wheeler & Tempo),"Farruko, Sech & Myke Towers",4,17571313,21.3%,https://www.youtube.com/watch?v=f3DSeEEz5ko
29,26,ROCKSTAR (feat. Roddy Ricch),DaBaby,22,16742075,-10.3%,https://www.youtube.com/watch?v=mxFstYSbBmc
30,30,Someone You Loved,Lewis Capaldi,50,16738986,-0%,https://www.youtube.com/watch?v=zABLecsR5UE
31,34,Tum Hi Aana,Jubin Nautiyal,50,16722720,5.6%,https://www.youtube.com/watch?v=VFTSW817JlI
32,28,Before You Go (Acoustic),Lewis Capaldi,23,16675327,-3%,https://www.youtube.com/watch?v=Jtauh8GcxBY
33,51,Despeinada,Ozuna & Camilo,2,16556494,32.7%,https://www.youtube.com/watch?v=mLugzKRTf-0
34,29,Bande Organisée,"SCH, Kofs, JUL, Naps, Soso Maness, Elams, Solda & Houari",5,16538273,-1.6%,https://www.youtube.com/watch?v=-CVn3-3g_BI
35,63,mad at disney,salem ilese,2,16475495,47.4%,https://www.youtube.com/watch?v=uJbooOYyBCA
36,27,Dil Tod Ke (feat. B Praak),Rochak Kohli,10,16347613,-7.1%,https://www.youtube.com/watch?v=ZTBwxy4wsBQ
37,19,POPSTAR (feat. Drake),DJ Khaled,3,16015941,-23.1%,https://www.youtube.com/watch?v=3CxtK7-XtE0
38,,Vida de Rico,Camilo,1,15889121,,https://www.youtube.com/watch?v=qKp1f7Vn9dM
39,33,Mood (Live),24kGoldn & Iann Dior,4,15685829,-1.2%,https://www.youtube.com/watch?v=juE5VES9af0
40,37,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,8,15324806,5.6%,https://www.youtube.com/watch?v=Q9pjm4cNsfc
41,31,Not Shy,ITZY,6,14766450,-9.1%,https://www.youtube.com/watch?v=wTowEKjDGkU
42,,사랑해 (I LOVE YOU),TREASURE,1,14707718,,https://www.youtube.com/watch?v=_hFarg-Obuc
43,39,El Efecto,Rauw Alejandro & Chencho Corleone,25,14332253,1.3%,https://www.youtube.com/watch?v=vpD_EvXiGQ4
44,35,Mamichula,"Trueno, Nicki Nicole & Bizarrap",9,14320485,-8.1%,https://www.youtube.com/watch?v=NUteQQCMa_k
45,,Do It! (Dimitri Vegas Radio Edit),Dimitri Vegas & Like Mike & Azteck,1,14248478,,https://www.youtube.com/watch?v=VHrMlzTcAjs
46,22,Back Door,Stray Kids,2,13920356,-27.5%,https://www.youtube.com/watch?v=X-uJtV8ScYk
47,32,Laugh Now Cry Later (feat. Lil Durk),Drake,6,13412951,-16.1%,https://www.youtube.com/watch?v=JFm7YDVlqnI
48,44,Shaitan Ka Saala (feat. Vishal Dadlani),Sohail Sen,45,13172358,-1.7%,https://www.youtube.com/watch?v=HDhDY-ympFk
49,40,Djadja (feat. Maluma),Aya Nakamura,22,13070295,-7.4%,https://www.youtube.com/watch?v=_wRFdiBR8sg
50,47,9XM House Of Dance,--,24,12668315,-4%,https://www.youtube.com/watch?v=SD4Z8dlZPd8
51,46,Kya Baat Aa (feat. Tania Cepoi),Karan Aujla,6,12556964,-5.6%,https://www.youtube.com/watch?v=x-KbnJ9fvJc
52,42,Romance Desapegado,Conde do Forró,5,12485269,-8.4%,https://www.youtube.com/watch?v=MsL7_oRXFOw
53,,पति दूर था रजाई में कुकुर था,Khesari Lal Yadav & Antra Singh Priyanka,1,12255124,,https://www.youtube.com/watch?v=F-4xBvT2U4A
54,,LA DI DA,EVERGLOW,1,12214361,,https://www.youtube.com/watch?v=jeI992mvlEY
55,,Filhall (feat. Akshay Kumar & Nupur Sanon),B Praak,22,12038122,,https://www.youtube.com/watch?v=hMy5za-m5Ew
56,57,UN DIA (ONE DAY),"J Balvin, Dua Lipa, Bad Bunny & Tainy",9,12030682,2.7%,https://www.youtube.com/watch?v=BjhW3vBA1QU
57,52,"Lean (feat. Towy, Osquel, Beltito, Sammy & Falsetto)",Super Yei,6,11892370,-4%,https://www.youtube.com/watch?v=zPY8B_0WQSQ
58,58,لغبطيطا,Omar Kamal & Hassan Shakosh,3,11766723,1.6%,https://www.youtube.com/watch?v=lIpnH6z_gHI
59,54,Mood Swings (feat. Lil Tjay),Pop Smoke,8,11736923,-3.2%,https://www.youtube.com/watch?v=mM8ostx0Ub8
60,56,you broke me first,Tate McRae,5,11592947,-1.1%,https://www.youtube.com/watch?v=AG-erEMhumc
61,73,夜に駆ける,YOASOBI,17,11319791,13.7%,https://www.youtube.com/watch?v=x8VYWazR5mE
62,48,NİMET (feat. Eglo G),Didomido,7,11235973,-11.8%,https://www.youtube.com/watch?v=idqdUopJazc
63,67,Só Você,MC Rogerinho,3,10827348,0.4%,https://www.youtube.com/watch?v=8i5GrPc-ONs
64,59,"Feel Me (feat. Justin Quiles, Lenny Tavárez, Feid & Mariah)","Rich Music, Ltd, Sech & Dalex",8,10658513,-7.7%,https://www.youtube.com/watch?v=n8zo60TdOdE
65,53,GOOBA,6ix9ine,20,10624190,-12.6%,https://www.youtube.com/watch?v=pPw_izFr5PA
66,60,High (Remix),"Maria Becerra, TINI & Lola Indigo",3,10601066,-8.1%,https://www.youtube.com/watch?v=dwFErlULaJ0
67,68,Watermelon Sugar,Harry Styles,14,10333955,-4%,https://www.youtube.com/watch?v=E07s5ZYygMg
68,75,Una Locura,"Ozuna, J Balvin & Chencho Corleone",3,10269048,4.2%,https://www.youtube.com/watch?v=EszBkjtG7wA
69,64,Butterfly,Jass Manak,2,10144857,-8.9%,https://www.youtube.com/watch?v=b1c6i0VT7ak
70,,De Menina Pra Mulher (Ao Vivo),Gusttavo Lima,1,10100354,,https://www.youtube.com/watch?v=ZujP5qjviLc
71,81,Parce (feat. Lenny Tavárez & Justin Quiles),Maluma,5,10036707,9.8%,https://www.youtube.com/watch?v=k_WvAH3AE1w
72,69,Maria (마리아),Hwa Sa,13,9945022,-7%,https://www.youtube.com/watch?v=tDukIfFzX18
73,,Babu Degya,Gulzaar Chhaniwala,1,9869954,,https://www.youtube.com/watch?v=Dcu8QrSC2RI
74,,Make you happy,NiziU,9,9839281,,https://www.youtube.com/watch?v=QW28YKqdxe0
75,62,Kalbim Tatilde,Ziynet Sali,5,9815615,-13.1%,https://www.youtube.com/watch?v=NdtzZYxMcKA
76,77,Юность,Dabro,5,9531585,0.6%,https://www.youtube.com/watch?v=aqsgyOhrRMY
77,74,"Homenagem aos Relíquias (feat. MC Vinny, MC Julio D.E.R. featuring Menor Mc & MC Leozinho ZS)","Dj Matt D, MC Leozinho ZS, MC Vinny, Menor MC, MC Julio D.E.R. featuring Menor Mc, MC Lemos, Mc Dricka, MC Leozinho ZS & Mc Diouro featuring Naíse",4,9368556,-5.6%,https://www.youtube.com/watch?v=pg-oETA3Lnk
78,65,Ayer Me LLamó Mi Ex (feat. Lenny Santos),KHEA,5,9250954,-14.8%,https://www.youtube.com/watch?v=svSqD1ZBZiY
79,,Diamonds,Sam Smith,1,9125250,,https://www.youtube.com/watch?v=8RvAKRoIDqU
80,76,Meri Aashiqui (feat. Jubin Nautiyal),Rochak Kohli,17,8963350,-6.1%,https://www.youtube.com/watch?v=SVjkxdjivts
81,,Ai Mang Cô Đơn Đi,K-ICM,1,8671209,,https://www.youtube.com/watch?v=ilKg0DZrOwY
82,96,Tora,Sumit Goswami,2,8666480,1.2%,https://www.youtube.com/watch?v=k6i8SnE_iZ8
83,79,4K,"El Alfa, Darell & Noriel",7,8526159,-8.5%,https://www.youtube.com/watch?v=Y_Xm72p6ruY
84,80,"WHATS POPPIN (Remix) (feat. DaBaby, Tory Lanez & Lil Wayne)",Jack Harlow,13,8483534,-7.4%,https://www.youtube.com/watch?v=HIwAI05Y1fU
85,91,Satisfya,Imran Khan,16,8478984,-2.3%,https://www.youtube.com/watch?v=pfVODjDBFxU
86,66,Bông Hoa Đẹp Nhất,Quân A.P,2,8429032,-21.8%,https://www.youtube.com/watch?v=fTXd-DpN3AI
87,90,Take You Dancing,Jason Derulo,4,8374003,-4.9%,https://www.youtube.com/watch?v=s0-f5RncxcA
88,88,Galaksi,Ece Mumay,7,8353249,-6%,https://www.youtube.com/watch?v=BVzsT0Apa5I
89,,Jeans,Justin Quiles,1,8324045,,https://www.youtube.com/watch?v=WCoI6jIk9w8
90,21,Chocolate (feat. Avneet Kaur 	),Tony Kakkar,3,8282267,-57.5%,https://www.youtube.com/watch?v=HARdHQb1Li4
91,,No Se Da Cuenta,Ozuna & Daddy Yankee,1,8224578,,https://www.youtube.com/watch?v=Rhf8qyYtq60
92,,Stuck with U,Justin Bieber & Ariana Grande,19,8174934,,https://www.youtube.com/watch?v=pE49WK-oNjU
93,87,Dream Girl (Remix),Ir Sais & Rauw Alejandro,16,8116720,-8.7%,https://www.youtube.com/watch?v=P9YwNtBS4m4
94,41,TUTU,6ix9ine,3,8078392,-41.3%,https://www.youtube.com/watch?v=jV1v2Cy1w30
95,,Tú (Live),Carin Leon,3,7964961,,https://www.youtube.com/watch?v=7tb5O8HPCiE
96,,Wow (Remix),"Bryant Myers, Nicky Jam, Arcangel, Darell & El Alfa",1,7944392,,https://www.youtube.com/watch?v=YrsEyQ33JkA
97,,ถ้าเขาจะรัก (ยืนเฉยๆเขาก็รัก),First Anuwat,1,7937057,,https://www.youtube.com/watch?v=_67mg_mOaJM
98,98,Rain On Me,Lady Gaga & Ariana Grande,18,7926518,-6.5%,https://www.youtube.com/watch?v=AoAm4om0wTs
99,,TKN,Rosalía & Travis Scott,13,7879550,,https://www.youtube.com/watch?v=q5xIoeG4uVI
100,92,Tá Rocheda (Ao Vivo),Os Barões Da Pisadinha,2,7851601,-9.3%,https://www.youtube.com/watch?v=kNdIA-L8E3c
