Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Havana (feat. Young Thug),Camila Cabello,20,109941878,-6.5%,https://www.youtube.com/watch?v=BQ0mxQXmLsk
2,6,Dura,Daddy Yankee,4,90680404,63.4%,https://www.youtube.com/watch?v=sGIm0-dQd8M
3,32,El Farsante (Remix),Ozuna,30,76615859,220.7%,https://www.youtube.com/watch?v=wfWkmURBNv8
4,2,Perfect,Ed Sheeran,24,76261453,-9%,https://www.youtube.com/watch?v=2Vv-BfVoq4g
5,3,Échame la Culpa (Luis Fonsi & Demi Lovato),Luis Fonsi & Demi Lovato,13,65869034,-7.9%,https://www.youtube.com/watch?v=TyHvyGVs42U
6,,Envolvimento,MC Loma e as Gêmeas Lacração,1,65006069,,https://www.youtube.com/watch?v=lgJOJAmXlBw
7,4,Corazón (feat. Nego do Borel),Maluma,15,59782030,-6.9%,https://www.youtube.com/watch?v=GmHrjFIWl6U
8,,Criminal,Natti Natasha & Ozuna,22,47751446,,https://www.youtube.com/watch?v=VqEbCxg2bNI
9,,Bum Bum Tam Tam,MC Fioti,31,46485584,,https://www.youtube.com/watch?v=_P7S2lKif-A
10,7,Faded,Alan Walker,88,46303709,-3.9%,https://www.youtube.com/watch?v=60ItHLz5WEA
11,12,Lahore,Guru Randhawa,9,43740665,15.5%,https://www.youtube.com/watch?v=dZ0fwJojhrs
12,8,FINESSE (REMIX) (Feat. Cardi B),Bruno Mars,7,40997094,-13.7%,https://www.youtube.com/watch?v=LsoLEjrDogU
13,11,Que Tiro Foi Esse,Jojo Maronttinni,5,39121831,-9.5%,https://www.youtube.com/watch?v=Qw4uBk7DOa8
14,73,Bom Diggy (Zack Knight & Jasmin Walia),Zack Knight & Jasmin Walia,2,35935864,136%,https://www.youtube.com/watch?v=yIIGQB6EMAM
15,13,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,17,35825052,-2.5%,https://www.youtube.com/watch?v=y7d9VLRO3vc
16,,Sólo Mía (feat. Maluma),Yandel,1,35508635,,https://www.youtube.com/watch?v=9TRjE7i0ERY
17,,Mi Gente (J Balvin & Willy William) (feat. Beyoncé),J Balvin & Willy William,29,34283778,,https://www.youtube.com/watch?v=APHgDFRpCi0
18,15,Síguelo Bailando,Ozuna,14,32896317,-7.8%,https://www.youtube.com/watch?v=Dvpd9_5vuks
19,16,Gucci Gang,Lil Pump,19,32181213,-8.1%,https://www.youtube.com/watch?v=4LfJnj66HVQ
20,18,Bonita (J Balvin & Jowell & Randy),J Balvin & Jowell & Randy,17,31523325,-7%,https://www.youtube.com/watch?v=SqpvOqRieYY
21,22,New Rules,Dua Lipa,31,30255217,-2.2%,https://www.youtube.com/watch?v=k2qgadSvNyU
22,21,Rockstar (feat. 21 Savage),Post Malone,16,29240357,-7.2%,https://www.youtube.com/watch?v=UceaB4D0jpo
23,24,God's Plan,Drake,3,27631869,-4.3%,https://www.youtube.com/watch?v=xpVfcZ0ZcFM
24,,Let Me Love You (feat. Justin Bieber),DJ Snake,44,25790403,,https://www.youtube.com/watch?v=euCqAq6BRa4
25,19,Mayores (feat. Bad Bunny),Becky G,31,25663914,-24.1%,https://www.youtube.com/watch?v=GMFewiplIbw
26,,Ghoomar (Shreya Ghoshal & Swaroop Khan),Shreya Ghoshal & Swaroop Khan,12,25501750,,https://www.youtube.com/watch?v=6cKErCWrb44
27,23,Aashiq Banaya Aapne (Himesh Reshammiya & Shreya Ghoshal),Himesh Reshammiya & Shreya Ghoshal,7,25295261,-15.9%,https://www.youtube.com/watch?v=0bAVd9jJE2Q
28,45,BBoom BBoom(뿜뿜),MOMOLAND,4,24940920,21.9%,https://www.youtube.com/watch?v=JQGRg8XBnB4
29,27,No Hay Nadie Más,Sebastián Yatra,2,24605679,-8.5%,https://www.youtube.com/watch?v=sD9_l3oDOag
30,28,Bad Boy,Red Velvet,2,24386034,-7%,https://www.youtube.com/watch?v=J_CFBjAyPWE
31,33,DNA,BTS,22,23503959,2.9%,https://www.youtube.com/watch?v=MBdVXkSdhwU
32,31,"Solita (feat. Bad Bunny, Wisin & Almighty)",Ozuna,4,22497004,-8.8%,https://www.youtube.com/watch?v=j-sz8M8gc6U
33,32,Thunder,Imagine Dragons,24,22445016,-5.6%,https://www.youtube.com/watch?v=fKopy74weus
34,42,Believer,Imagine Dragons,30,21868193,3.6%,https://www.youtube.com/watch?v=7wtfhZwyrcc
35,29,"VAI MALANDRA (ANITTA, MC ZAAC, MAEJOR) (FEAT. TROPKILLAZ & DJ YURI MARTINS)","Anitta, MC Zaac & Maejor",8,21831097,-14.4%,https://www.youtube.com/watch?v=kDhptBT_-VI
36,63,Bella,Wolfine,3,21792785,31.3%,https://www.youtube.com/watch?v=jjuSfhYiup8
37,41,Panama,Matteo,18,21637221,1.6%,https://www.youtube.com/watch?v=tMmMTdc7RE0
