Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Despacito,Luis Fonsi & Daddy Yankee,23,152915961,0.4%,https://www.youtube.com/watch?v=kJQP7kiw5Fk
2,2,Shape of You,Ed Sheeran,24,119443222,-4%,https://www.youtube.com/watch?v=JGwWNGJdvx8
3,3,Felices Los 4,Maluma,9,68012853,-4.7%,https://www.youtube.com/watch?v=t_jHrUE5IOk
4,4,"I'm The One (feat. Justin Bieber, Quavo, Chance The Rapper & Lil Wayne)",DJ Khaled,8,47997633,-0.2%,https://www.youtube.com/watch?v=weeI1G46q0o
5,7,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,32,45612347,-1%,https://www.youtube.com/watch?v=papuvlVeZg8
6,,Wild Thoughts (feat. Bryson Tiller & Rihanna),DJ Khaled,1,45571987,,https://www.youtube.com/watch?v=fyaI4-5849w
7,6,Despacito,Luis Fonsi & Daddy Yankee,10,44155590,-5.2%,https://www.youtube.com/watch?v=kJQP7kiw5Fk
8,10,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,14,41969939,-0.1%,https://www.youtube.com/watch?v=NGLxoKOvzu4
9,8,That's What I Like,Bruno Mars,15,41747886,-5.9%,https://www.youtube.com/watch?v=PMivT7MJ41M
10,5,"Ahora Dice (feat. J. Balvin, Ozuna & Arcángel)",Chris Jeday,13,40663070,-12.7%,https://www.youtube.com/watch?v=c73Cu3TQnlg
11,9,Chantaje (feat. Maluma),Shakira,34,38850682,-7.7%,https://www.youtube.com/watch?v=6Mgqbai3fKo
12,11,SUBEME LA RADIO (feat. Descemer Bueno & Zion y Lennox),Enrique Iglesias,17,33975784,-14.8%,https://www.youtube.com/watch?v=9sg-A-eS6Ig
13,13,Escápate Conmigo (feat. Ozuna),Wisin,12,30889843,-7.5%,https://www.youtube.com/watch?v=3X9wEwulYhk
14,31,Bad Liar,Selena Gomez,2,30848515,51.8%,https://www.youtube.com/watch?v=NZKXkD6EgBk
15,15,Something Just Like This (The Chainsmokers & Coldplay),The Chainsmokers,18,29633031,-8%,https://www.youtube.com/watch?v=FM7MFYoylVs
16,17,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,48,29355147,-5.1%,https://www.youtube.com/watch?v=3AtDnEC4zak
17,16,Closer (feat. Halsey),The Chainsmokers,47,28644406,-9.2%,https://www.youtube.com/watch?v=0zGcUoRlhmw
18,18,Si Tu Novio Te Deja Sola (feat. Bad Bunny),J Balvin,16,28364558,-5.1%,https://www.youtube.com/watch?v=Km4BayZykwE
19,20,Attention,Charlie Puth,9,26755711,-3%,https://www.youtube.com/watch?v=nfs8NYg7yQM
20,22,See You Again (feat. Charlie Puth),Wiz Khalifa,70,26631192,-1.4%,https://www.youtube.com/watch?v=RgKAFK5djSk
21,19,Reggaetón Lento (Bailemos),CNCO,31,26587383,-4.3%,https://www.youtube.com/watch?v=7jpqqBX-Myw
22,23,GANGNAM STYLE (강남스타일),PSY,70,26135121,-3%,https://www.youtube.com/watch?v=9bZkp7q19f0
23,,Burn It Down,Ahzee & Faydee,1,25222195,,https://www.youtube.com/watch?v=kmMPg9JElOM
24,90,Tô Apaixonado Nessa Mina,MC Kevinho,2,24132219,105%,https://www.youtube.com/watch?v=zqi6eTLw-mE
25,14,Me Enamoré,Shakira,6,23375731,-27.9%,https://www.youtube.com/watch?v=sPTn0QEhxds
26,26,Vente Pa' Ca (feat. Maluma),Ricky Martin,39,23327857,-4.1%,https://www.youtube.com/watch?v=iOe6dI2JhgU
27,25,El Amante,Nicky Jam,23,22582588,-13.5%,https://www.youtube.com/watch?v=YG2p6XBuSKA
28,24,2U (feat. Justin Bieber),David Guetta,2,22433439,-15.5%,https://www.youtube.com/watch?v=RqcjBLMaWCg
29,21,Symphony (feat. Zara Larsson),Clean Bandit,14,22352759,-18%,https://www.youtube.com/watch?v=aatr_2MstrI
30,30,Uptown Funk (feat. Bruno Mars),Mark Ronson,70,22272389,3.3%,https://www.youtube.com/watch?v=OPf0YbXqDm0
31,28,Tú Foto,Ozuna,8,21966316,-2.8%,https://www.youtube.com/watch?v=afUx6AIG3Tg
32,50,There's Nothing Holdin' Me Back,Shawn Mendes,9,21326312,33%,https://www.youtube.com/watch?v=dT2owtxkU8k
33,29,Treat You Better,Shawn Mendes,49,21250221,-1.4%,https://www.youtube.com/watch?v=lY2yjAdbvdQ
34,,Bum Bum Tam Tam,MC Fioti,1,19587327,,https://www.youtube.com/watch?v=_P7S2lKif-A
35,34,Congratulations (feat. Quavo),Post Malone,12,19422993,-2.1%,https://www.youtube.com/watch?v=SC4xMk98Pdc
36,45,Unforgettable (feat. Swae Lee),French Montana,9,19280698,14.2%,https://www.youtube.com/watch?v=CTFtOOh47oo
37,35,Rolex,Ayo & Teo,15,19254235,-2%,https://www.youtube.com/watch?v=lwk5OUII9Vc
38,32,Sorry,Justin Bieber,70,19211784,-4.5%,https://www.youtube.com/watch?v=fRh_vgS2dFE
39,27,Mask Off,FUTURE,11,19134005,-19.9%,https://www.youtube.com/watch?v=xvZqHgFz51I
40,40,Rabetão,MC Lan,4,19123735,4%,https://www.youtube.com/watch?v=RymhzC238YI
41,37,Sugar,Maroon 5,70,18845122,-2.8%,https://www.youtube.com/watch?v=09R8_2nJtjg
42,41,Sin Contrato,Maluma,43,18726323,3.9%,https://www.youtube.com/watch?v=9xByMBYDRmY
43,39,Roar,Katy Perry,70,17449054,-6.6%,https://www.youtube.com/watch?v=CevxZvSJLk8
44,38,Malibu,Miley Cyrus,6,16711798,-13.6%,https://www.youtube.com/watch?v=8j9zMok6two
45,33,It Ain't Me,Kygo & Selena Gomez,18,16586283,-17.1%,https://www.youtube.com/watch?v=u3VTKvdAuIY
46,68,Cheez Badi (Udit Narayan & Neha Kakkar),Neha Kakkar,2,16067118,14.9%,https://www.youtube.com/watch?v=
47,12,Bon Appétit (feat. Migos),Katy Perry,6,15887450,-56.2%,https://www.youtube.com/watch?v=dPI-mRFEIH0
48,51,Don't Let Me Down (feat. Daya),The Chainsmokers,65,15773357,-1.6%,https://www.youtube.com/watch?v=Io0fBr1XBUA
49,56,El Perdedor,Maluma,61,15728947,0.9%,https://www.youtube.com/watch?v=PJniSb91tvo
50,46,"Bailando - Spanish Version (feat. Descemer Bueno, Gente De Zona)",Enrique Iglesias,70,15710964,-3.7%,https://www.youtube.com/watch?v=NUsoVlDFqZg
51,,My Heart Will Go On,Celine Dion,1,15506402,,https://www.youtube.com/watch?v=AjnJDBHmN18
52,48,Dark Horse (feat. Juicy J),Katy Perry,53,15437884,-5.1%,https://www.youtube.com/watch?v=0KSOMA3QBU0
53,59,Lean On (Major Lazer & DJ Snake) (Feat. MØ),Major Lazer,70,15038236,-2.6%,https://www.youtube.com/watch?v=YqeW9_5kURI
54,52,HUMBLE.,Kendrick Lamar,12,14955157,-6.3%,https://www.youtube.com/watch?v=tvTRZJ-4EyI
