Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Aankh Marey,"Neha Kakkar, Mika Singh & Kumar Sanu",5,88785881,-3.6%,https://www.youtube.com/watch?v=_KhQT-LGb-4
2,2,Taki Taki,DJ Snake,15,70081022,-16.6%,https://www.youtube.com/watch?v=ixkoVwKQaJg
3,4,Calma (Remix),"Pedro Capó, Alan Walker & Farruko",11,57607467,4.4%,https://www.youtube.com/watch?v=YS2RmyES-GU
4,3,Girls Like You (feat. Cardi B),Maroon 5,32,57059672,-5.3%,https://www.youtube.com/watch?v=aJOTlE1K90k
5,7,"thank u, next",Ariana Grande,10,35573756,-5.1%,https://www.youtube.com/watch?v=gl1aHhXnN1k
6,12,Sunflower,Post Malone & Swae Lee,12,35189194,39%,https://www.youtube.com/watch?v=ApXoWvfEYVU
7,5,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK,24,34302541,-24.7%,https://www.youtube.com/watch?v=IHNzOHi8sJs
8,8,Adán y Eva,Paulo Londra,9,34038290,-3.3%,https://www.youtube.com/watch?v=aSjflT_J0Xo
9,6,Say My Name,"David Guetta, Bebe Rexha & J Balvin",10,32973208,-16.4%,https://www.youtube.com/watch?v=ft4jcPSLJfY
10,21,Without Me,Halsey,11,29650612,47.8%,https://www.youtube.com/watch?v=ZAfAud_M_mg
11,10,SOLO,Jennie,9,28682387,-5.7%,https://www.youtube.com/watch?v=b73BI9eUkjM
12,35,Culpables,Karol G & Anuel AA,17,27144319,55%,https://www.youtube.com/watch?v=xfdG6vwIGGU
13,30,Amanece (feat. Haze),Anuel AA & Haze,3,24952191,40%,https://www.youtube.com/watch?v=xp6706wVdCI
14,11,Leja Re,"Dhvani Bhanushali, Tanishk Bagchi & Sandesh Shandilya",6,24588542,-8.5%,https://www.youtube.com/watch?v=NNqLB7znMLU
15,9,Mía (feat. Drake),Bad Bunny,13,23443781,-27.2%,https://www.youtube.com/watch?v=OSUxrSe5GbI
16,,Butterfly Doors,Lil Pump,1,23275994,,https://www.youtube.com/watch?v=5aWgoO0capE
17,77,Mala Mía,"Maluma, Becky G & Anitta",17,23193657,115.3%,https://www.youtube.com/watch?v=Q527XDLEpfU
18,,Baby,"Nicky Jam, Farruko & Amenazzy",1,22539459,,https://www.youtube.com/watch?v=xjQKkknbz-Y
19,15,SAKHIYAAN,Maninder Buttar,7,22064866,-0.6%,https://www.youtube.com/watch?v=S-ezhTXPVGU
20,17,Bubalu,"Anuel AA, Becky G, DJ Luian, Mambo Kingz & Prince Royce",9,20474561,-5.1%,https://www.youtube.com/watch?v=atNGFSCjwuc
21,85,Jenifer,Gabriel Diniz,2,20443541,97.2%,https://www.youtube.com/watch?v=D2rG7pXd2LY
22,16,"Dilbar (Neha Kakkar, Dhvani Bhanushali & Ikka Singh)","Neha Kakkar, Dhvani Bhanushali & Ikka Singh",28,20052982,-8.9%,https://www.youtube.com/watch?v=JFcgOboQZ08
23,14,BEBE (feat. Anuel AA),6ix9ine,19,19982670,-12.6%,https://www.youtube.com/watch?v=ycV6cnK3SIs
24,22,MAKHNA,"Honey Singh, Allistair, Neha Kakkar, Pinaki, Sean & Singhsta",3,19896794,-0.6%,https://www.youtube.com/watch?v=1bvYHkQxWmg
25,20,Ella Quiere Beber (Remix) (feat. Romeo Santos),Anuel AA,7,19663985,-7%,https://www.youtube.com/watch?v=0w3XwPVxcsw
26,19,Nikle Currant,Jassi Gill & Neha Kakkar,13,19152838,-9.7%,https://www.youtube.com/watch?v=uBaqgt5V0mU
27,37,Shallow,Lady Gaga & Bradley Cooper,15,19060514,15.5%,https://www.youtube.com/watch?v=bo_efYhYU2A
28,26,Happier (feat. Bastille),Marshmello,17,19031973,1.5%,https://www.youtube.com/watch?v=m7Bc3pLyij0
29,13,Te Boté (Remix),"Casper Magico, Nio Garcia, Darell, Nicky Jam, Bad Bunny & Ozuna",40,18933683,-22%,https://www.youtube.com/watch?v=9jI-z9QN6g8
30,24,SICKO MODE (feat. Drake),Travis Scott,20,18052302,-5.3%,https://www.youtube.com/watch?v=6ONRf7h3Mdk
31,36,Sweet but Psycho,Ava Max,6,17958901,4.7%,https://www.youtube.com/watch?v=WXBHCQYxwr0
32,18,Sin Pijama,Becky G & Natti Natasha,30,17407265,-18.5%,https://www.youtube.com/watch?v=zEf423kYfqk
33,28,Asesina (Remix),"Brytiago, Darell, Daddy Yankee, Ozuna & Anuel AA",32,17272262,-6%,https://www.youtube.com/watch?v=-wgz-PgW8B4
34,25,Gali Gali,Neha Kakkar,4,17237339,-9.1%,https://www.youtube.com/watch?v=rJqX-YUZddc
35,23,Kya Baat Ay,Harrdy Sandhu,13,16788571,-14.2%,https://www.youtube.com/watch?v=G0Hx6uN2AJE
36,62,Gori Tori Chunari,Ritesh Pandey,4,16223771,29.8%,https://www.youtube.com/watch?v=
37,34,Wake Up In The Sky,"Gucci Mane, Bruno Mars & Kodak Black",11,16106573,-8%,https://www.youtube.com/watch?v=U68MJz9DrI4
38,90,Desconocidos,"Mau y Ricky, Manuel Turizo & Camilo",3,15696527,55%,https://www.youtube.com/watch?v=8avC3hHNeSE
39,78,DNA,BTS,28,15319411,43.3%,https://www.youtube.com/watch?v=MBdVXkSdhwU
40,46,Adictiva,Daddy Yankee & Anuel AA,8,15292102,-0%,https://www.youtube.com/watch?v=BvFJstCIrpw
41,29,Dame Tu Cosita (feat. Cutty Ranks),"Pitbull, El Chombo & Karol G",19,14986750,-18.3%,https://www.youtube.com/watch?v=FMN3AtsXqA0
42,44,Baby (feat. Luis Fonsi & MARINA),Clean Bandit,4,14952310,-4.4%,https://www.youtube.com/watch?v=hlznpxNGFGQ
