Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Butter,BTS,2,174304364,-43.7%,https://www.youtube.com/watch?v=WMweEpGlu_U
2,27,Todo de Ti,Rauw Alejandro,2,78191945,208%,https://www.youtube.com/watch?v=CFPLIaMpGrY
3,5,नदी बिचे नईया डोले,Shilpi Raj,4,55786777,22.9%,https://www.youtube.com/watch?v=BRQ-n5OYUuM
4,4,Ram Pam Pam,Natti Natasha & Becky G,6,52802928,15.4%,https://www.youtube.com/watch?v=_wE3hDN06Qg
5,2,Lut Gaye (feat. Emraan Hashmi),Jubin Nautiyal,15,51951602,-8%,https://www.youtube.com/watch?v=sCbbMZ-q4-I
6,13,Save Your Tears,The Weeknd,22,43188660,34.8%,https://www.youtube.com/watch?v=XXYlFuWEuKI
7,3,Build a Bitch,Bella Poarch,3,40756927,-15.4%,https://www.youtube.com/watch?v=FLGCGc7sAUw
8,,Dame Tu Cosita (feat. Cutty Ranks),El Chombo,33,38739318,,https://www.youtube.com/watch?v=FzG4uDgje3M
9,6,MONTERO (Call Me By Your Name),Lil Nas X,10,36798416,-9.3%,https://www.youtube.com/watch?v=6swmTBVI83k
10,10,good 4 u,Olivia Rodrigo,3,36061067,5%,https://www.youtube.com/watch?v=gNi_6U5Pm_o
11,8,Pareja Del Año,Sebastián Yatra & Myke Towers,7,34582744,-7.5%,https://www.youtube.com/watch?v=SRm2Ch4oFWs
12,11,Botella Tras Botella,Gera Mx & Christian Nodal,6,32202732,-5.1%,https://www.youtube.com/watch?v=XegHMc35Bo8
13,21,Leave The Door Open,"Silk Sonic, Bruno Mars & Anderson .Paak",13,31727547,19.2%,https://www.youtube.com/watch?v=adLGHcj_fmA
14,14,Levitating (feat. DaBaby),Dua Lipa,25,31123344,-2.1%,https://www.youtube.com/watch?v=TUVcZfQe-Kw
15,16,EL MAKINON,KAROL G & Mariah Angeliq ,10,30362844,1.5%,https://www.youtube.com/watch?v=2jYEz66J_J4
16,12,52 Gajh Ka Daman,Renuka Panwar,29,30299833,-9%,https://www.youtube.com/watch?v=CZt-rVn2BJs
17,15,Chatak Matak,Renuka Panwar,23,29978390,-2.9%,https://www.youtube.com/watch?v=s9AICwTKgOg
18,18,Bipolar,"MC Don Juan, Mc Davi & Mc Pedrinho",5,29355855,2.9%,https://www.youtube.com/watch?v=12-3ZAsO_xA
19,7,Dynamite,BTS,41,29226802,-26%,https://www.youtube.com/watch?v=gdZLi9oWNZg
20,17,"Volta Bebê, Volta Neném",Dj Guuga & DJ Ivis,8,29204321,-0.8%,https://www.youtube.com/watch?v=x0EPgyNd9o0
21,23,ทน,Sprite & GUYGEEGEE,5,26719649,1%,https://www.youtube.com/watch?v=wNO6kMJB63I
22,22,How You Like That,BLACKPINK,49,26701796,0.5%,https://www.youtube.com/watch?v=ioNng23DkIM
23,19,Baarish Ki Jaaye (feat. Nawazuddin Siddiqui & Sunanda Sharma),B Praak,10,26283878,-5.3%,https://www.youtube.com/watch?v=TYaNfLLOLNY
24,30,Kiss Me More (feat. SZA),Doja Cat,8,25976494,12.2%,https://www.youtube.com/watch?v=0EVVKs6DQLo
25,20,Fiel,"Los Legendarios, Wisin & Jhay Cortez",11,25922604,-4.6%,https://www.youtube.com/watch?v=o1lKMrLat_I
26,31,2/Catorce,Rauw Alejandro & Mr. NaisGai,4,25597008,12.2%,https://www.youtube.com/watch?v=3mPXwuPc650
27,26,Astronaut In The Ocean,Masked Wolf,18,24810646,-4%,https://www.youtube.com/watch?v=MEg-oqI9qmw
28,25,AM,Nio Garcia,8,24369060,-6.4%,https://www.youtube.com/watch?v=N06bpHYU1ow
29,33,Razzi Bolja,Harjeet Deewana,2,23676785,13.3%,https://www.youtube.com/watch?v=VT87DFblAxY
30,24,Wafa Na Raas Aayee,Jubin Nautiyal,6,22570789,-14.5%,https://www.youtube.com/watch?v=Z7XiKx_rj2I
31,29,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,11,22425749,-4.3%,https://www.youtube.com/watch?v=tQ0yjYUFKAE
32,35,Thoda Thoda Pyaar,Stebin Ben,9,20858386,4%,https://www.youtube.com/watch?v=USccSZnS8MQ
33,32,Lavandiya London Se Layenge,Ritesh Pandey,10,20793843,-6.8%,https://www.youtube.com/watch?v=GiVxUKbIy0w
34,38,Coco Cola,Ruchika Jangid,27,20335103,9.8%,https://www.youtube.com/watch?v=9UaG7UL5yS4
35,9,Next Level,aespa,3,19862713,-45.7%,https://www.youtube.com/watch?v=4TWR90KJl84
36,28,In the morning,ITZY,5,18654927,-25.7%,https://www.youtube.com/watch?v=_ysomCGaZLw
37,37,Bandido,Myke Towers,24,18447266,-6.4%,https://www.youtube.com/watch?v=W6fme7tcweQ
38,34,कुँवारे में गंगा नहईले बानी,Ankush Raja & Shilpi Raj,18,18174419,-12.2%,https://www.youtube.com/watch?v=YyVI46K8q9E
39,,Lost Cause,Billie Eilish,1,17990004,,https://www.youtube.com/watch?v=S2dRcipMCpw
40,89,Dile a Él,Rauw Alejandro,2,17953044,84.1%,https://www.youtube.com/watch?v=YXuKX_0iAsQ
41,36,Arcade (feat. FLETCHER),Duncan Laurence,17,17372635,-13.1%,https://www.youtube.com/watch?v=51u5fnyrGj4
42,40,Miénteme,TINI & Maria Becerra,5,17370264,-1.4%,https://www.youtube.com/watch?v=mmRBXjVENDQ
43,,หนังเรื่องเก่า,เนสกาแฟ ศรีนคร,1,17116040,,https://www.youtube.com/watch?v=_6ElV7AGv9g
44,39,deja vu,Olivia Rodrigo,9,16969328,-4.3%,https://www.youtube.com/watch?v=cii6ruuycQA
45,,Qué Más Pues?,J Balvin & Maria Becerra,1,16466546,,https://www.youtube.com/watch?v=zisuhZqTeH4
46,41,Heartbreak Anniversary,Giveon,16,16030811,-7.3%,https://www.youtube.com/watch?v=uWRlisQu4fo
47,48,Batom de Cereja,Israel & Rodolffo,12,15973861,5.1%,https://www.youtube.com/watch?v=3vYeQLJ2as4
48,61,Is Qadar, Tulsi Kumar & Darshan Raval,7,15481637,26.2%,https://www.youtube.com/watch?v=TBlixHMv_GQ
49,56,Dick (feat. Doja Cat),StarBoi3,5,15051907,7.4%,https://www.youtube.com/watch?v=0cU8mH_QeSU
50,43,drivers license,Olivia Rodrigo,21,14852554,-6%,https://www.youtube.com/watch?v=ZmDBbnmKpqQ
51,47,Talking to the Moon,Bruno Mars,10,14670341,-4.3%,https://www.youtube.com/watch?v=fXw0jcYbqdo
52,49,Poblado (Remix),"Crissin, -- & Natan & Shander",4,14647609,-2.5%,https://www.youtube.com/watch?v=s8hA0QRIwfo
53,54,Saranga Dariya,Mangli,14,14306038,0.5%,https://www.youtube.com/watch?v=h9Am4CYaLng
54,59,Tipo Gin (Ao Vivo),MC Kevin o Chris,4,14171903,12.5%,https://www.youtube.com/watch?v=Gx-PmS_C3k4
55,44,Brown Munde,"AP Dhillon, Gurinder Gill & Shinda Kahlon",17,14129397,-9.5%,https://www.youtube.com/watch?v=VNs_cCtdbPc
56,46,"Body (Remix) (feat. ArrDee, E1 (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo)",Tion Wayne & Russ Millions,6,13550255,-11.8%,https://www.youtube.com/watch?v=BS3HgiHPYcs
57,72,चित बदली (Chit Badali),Shilpi Raj,6,13482315,24.7%,https://www.youtube.com/watch?v=jSZ5sFZlDAo
58,100,8 Raflaan (feat. Gurlez Akhtar),Mankirat Aulakh,5,13329844,44.1%,https://www.youtube.com/watch?v=tYpWpvpN_J8
59,80,Doutora 3,Mc Kevin,2,13074485,27.8%,https://www.youtube.com/watch?v=6UQHIQpBw6w
60,52,Main Sharabi,Rajeev Raja & --,17,12998205,-9.6%,https://www.youtube.com/watch?v=tnrnRQb8v-M
61,,Brown Shortie (feat. Sonam Bajwa),Sidhu Moose Wala,1,12911485,,https://www.youtube.com/watch?v=AKg-PRzEuqo
62,,Lucid Dreams,Juice WRLD,32,12855929,,https://www.youtube.com/watch?v=mzB1VGEGcSU
63,68,ZITTI E BUONI,Måneskin,2,12287884,11.5%,https://www.youtube.com/watch?v=QN1odfjtMoo
64,63,malibu,Sangiovanni,2,12217979,5.3%,https://www.youtube.com/watch?v=8RwFEcQ36Z4
65,82,Saturno,Pablo Alborán,2,12035168,18.9%,https://www.youtube.com/watch?v=yBAx5nBdJqU
66,83,Me Rehúso,Danny Ocean,45,11308920,11.9%,https://www.youtube.com/watch?v=LbKcHy9cav0
67,,Enjoy Enjaami,"Dhee, Arivu & Santhosh Narayanan",1,11014073,,https://www.youtube.com/watch?v=eYq7WapuDLU
68,99,Calling My Phone,Lil Tjay & 6LACK,13,10994755,18.5%,https://www.youtube.com/watch?v=zzd4ydafGR0
69,77,Nadiyon Paar (Let the Music Play Again),"Sachin–Jigar, Rashmeet Kaur, Shamur & IP Singh",14,10923810,3.4%,https://www.youtube.com/watch?v=bi5PhlIQpwU
70,51,Runaway,AURORA,9,10915678,-25.7%,https://www.youtube.com/watch?v=d_HlPboLRL8
71,93,Baby Me Atende,Matheus Fernandes & Dilsinho,2,10906089,14.7%,https://www.youtube.com/watch?v=qMEsx__88Gk
72,,She Gets Away With Everything,FunniFlix,8,10839695,,https://www.youtube.com/watch?v=xZam8NTrebk
73,95,Jalebi Baby,Tesher,2,10833801,15.8%,https://www.youtube.com/watch?v=IFtwhMK64H8
74,,ممكن (Momken),Seif Nabil & Balqees,1,10759008,,https://www.youtube.com/watch?v=Lex4NKotiw4
75,85,Na Ponta do Pé (Brega Funk),Nadson O Ferinha,2,10751515,6.9%,https://www.youtube.com/watch?v=e3SRTaqN9JI
76,74,Gangsta's Paradise,Coolio & L.V.,7,10634764,-0.1%,https://www.youtube.com/watch?v=fPO76Jlnz6c
77,,I WANNA BE YOUR SLAVE,Måneskin,1,10537885,,https://www.youtube.com/watch?v=0T-BCIFeqq8
78,69,Sal y Perrea,Sech,3,10413873,-5.5%,https://www.youtube.com/watch?v=24LLB5T7qqk
79,,Te Necesito (Acoustic) [Live],KHEA & Maria Becerra,2,10404524,,https://www.youtube.com/watch?v=CsrYqSLt-gQ
