Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,2,X (Nicky Jam & J Balvin),Nicky Jam & J Balvin,2,86785969,-7.5%,https://www.youtube.com/watch?v=_I_D_8Z4sJE
2,5,God's Plan,Drake,7,70192416,-2.7%,https://www.youtube.com/watch?v=xpVfcZ0ZcFM
3,1,Dura,Daddy Yankee,8,61051949,-43.1%,https://www.youtube.com/watch?v=sGIm0-dQd8M
4,8,El Farsante (Remix),Ozuna,32,56279395,9.7%,https://www.youtube.com/watch?v=wfWkmURBNv8
5,10,Me Niego (feat. Ozuna & Wisin),Reik,4,55380939,27.3%,https://www.youtube.com/watch?v=JyqD_zfXfi8
6,3,Havana (feat. Young Thug),Camila Cabello,24,53383009,-38.9%,https://www.youtube.com/watch?v=BQ0mxQXmLsk
7,,El Préstamo,Maluma,1,53217790,,https://www.youtube.com/watch?v=-BQJo3vK8O8
8,6,Amorfoda,Bad Bunny,5,53187520,-24.6%,https://www.youtube.com/watch?v=kLpH1nSLJSs
9,4,Perfect,Ed Sheeran,28,51462126,-28.7%,https://www.youtube.com/watch?v=2Vv-BfVoq4g
10,13,Bella,Wolfine,7,40348529,2.6%,https://www.youtube.com/watch?v=jjuSfhYiup8
11,11,Échame la Culpa,Luis Fonsi & Demi Lovato,17,37451185,-12.8%,https://www.youtube.com/watch?v=TyHvyGVs42U
12,21,FRIENDS,Marshmello & Anne-Marie,4,34883548,21.8%,https://www.youtube.com/watch?v=jzD_yyEcp0M
13,,Delicate,Taylor Swift,1,34833766,,https://www.youtube.com/watch?v=tCXGJQYZ9JA
14,14,Corazón (feat. Nego do Borel),Maluma,19,33356835,-14.1%,https://www.youtube.com/watch?v=GmHrjFIWl6U
15,36,Bruk Off Yuh Back,Konshens,2,32375577,54.4%,https://www.youtube.com/watch?v=B6lDG6PNmCs
16,25,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,21,29807893,10.7%,https://www.youtube.com/watch?v=y7d9VLRO3vc
17,,O Saathi,Arko Pravo Mukherjee,1,29678097,,https://www.youtube.com/watch?v=OX-h7MtkeOI
18,20,Síguelo Bailando,Ozuna,18,29059682,-3%,https://www.youtube.com/watch?v=Dvpd9_5vuks
19,26,Bonita (J Balvin & Jowell & Randy),J Balvin & Jowell & Randy,20,24487149,-6.4%,https://www.youtube.com/watch?v=SqpvOqRieYY
20,,Ghazali,Saad Lamjarred,1,23222783,,https://www.youtube.com/watch?v=lhnmVSB-Rxc
21,23,Dime Si Te Acuerdas,Bad Bunny,2,22887671,-16.9%,https://www.youtube.com/watch?v=qS6F64mj6LY
22,66,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,16,22798512,52.6%,https://www.youtube.com/watch?v=zDo0H8Fm7d0
23,17,New Rules,Dua Lipa,35,22084528,-32.1%,https://www.youtube.com/watch?v=k2qgadSvNyU
24,95,Pray for Me ,The Weeknd & Kendrick Lamar,2,21023354,62.1%,https://www.youtube.com/watch?v=XR7Ev14vUh8
