Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Dynamite,BTS,11,52461240,-17.8%,https://www.youtube.com/watch?v=gdZLi9oWNZg
2,,DÁKITI,Bad Bunny & Jhay Cortez,1,47650258,,https://www.youtube.com/watch?v=TmKh7lAwnBI
3,4,Hawái,Maluma,14,47085871,-10.9%,https://www.youtube.com/watch?v=pK060iUFWXg
4,5,Vida de Rico,Camilo,7,44030332,-10%,https://www.youtube.com/watch?v=qKp1f7Vn9dM
5,6,I CAN'T STOP ME,TWICE,2,40004557,-7.7%,https://www.youtube.com/watch?v=CM4CkVFmTds
6,7,How You Like That,BLACKPINK,19,37281853,-9.5%,https://www.youtube.com/watch?v=ioNng23DkIM
7,3,Lovesick Girls,BLACKPINK,5,35881185,-33.7%,https://www.youtube.com/watch?v=dyRsYk0LyA8
8,10,La Tóxica (Remix) (feat. Jay Wheeler & Tempo),"Farruko, Sech & Myke Towers",10,34619677,-4.6%,https://www.youtube.com/watch?v=f3DSeEEz5ko
9,9,WAP (feat. Megan Thee Stallion),Cardi B,13,33295955,-11.3%,https://www.youtube.com/watch?v=hsm4poTWjMs
10,8,Savage Love (Laxed – Siren Beat)),"BTS, Jason Derulo & Jawsh 685",21,32225648,-14.8%,https://www.youtube.com/watch?v=qvu4nPMyl3U
11,11,Relación (Remix),"Sech, Daddy Yankee, J Balvin, Rosalía & Farruko",25,31485384,-10.7%,https://www.youtube.com/watch?v=XseIJg8Vyj0
12,12,Caramelo (Remix),"KAROL G, Myke Towers & Ozuna",21,28940845,-11.7%,https://www.youtube.com/watch?v=KilybZma5vY
13,16,Life Is Good (feat. Drake),FUTURE,42,27933072,0.5%,https://www.youtube.com/watch?v=l0U7SxXHkPY
14,13,Taaron Ke Shehar,Neha Kakkar & Jubin Nautiyal,7,27223584,-9.4%,https://www.youtube.com/watch?v=VAZxSoKb65o
15,2,positions,Ariana Grande,2,25749719,-57.5%,https://www.youtube.com/watch?v=tcYodQoapMg
16,18,Naach Meri Rani,Guru Randhawa & Nikhita Gandhi,3,25360142,-1.1%,https://www.youtube.com/watch?v=TCx1yMegJ4A
17,23,Parce (feat. Lenny Tavárez & Justin Quiles),Maluma,11,23870514,11%,https://www.youtube.com/watch?v=k_WvAH3AE1w
18,19,Jerusalema (feat. Nomcebo Zikode),Master KG,16,23460112,-2%,https://www.youtube.com/watch?v=fCZVL_8D048
