Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,GOOBA,6ix9ine,2,74399756,-47.5%,https://www.youtube.com/watch?v=pPw_izFr5PA
2,2,DANCE MONKEY,Tones and I,36,47384270,-2.9%,https://www.youtube.com/watch?v=q0hyYWKXF0Q
3,4,Life Is Good (feat. Drake),FUTURE,18,32730247,2.5%,https://www.youtube.com/watch?v=l0U7SxXHkPY
4,5,Yo Perreo Sola,Bad Bunny,12,29230568,-5.7%,https://www.youtube.com/watch?v=GtSRKwDCaZM
5,7,Blinding Lights,The Weeknd,22,28535259,2.2%,https://www.youtube.com/watch?v=4NRXx6U8ABQ
6,8,Favorito,Camilo,8,26550277,-0.9%,https://www.youtube.com/watch?v=2mY7AFTtYwQ
7,6,Say So,Doja Cat,16,26258848,-6.4%,https://www.youtube.com/watch?v=pok8H_KF1FA
8,9,9XM House Of Dance,--,8,25161583,-4.5%,https://www.youtube.com/watch?v=SD4Z8dlZPd8
9,14,Shaitan Ka Saala (feat. Vishal Dadlani),Sohail Sen,33,22991128,0.4%,https://www.youtube.com/watch?v=HDhDY-ympFk
10,11,Savage,Megan Thee Stallion,8,22928177,-8.4%,https://www.youtube.com/watch?v=EOxj2ROIxok
11,17,Roses (Imanbek Remix),SAINt JHN,13,22554504,1.2%,https://www.youtube.com/watch?v=2zToEPpFEN8
12,12,Sigues Con Él,Arcangel & Sech,23,21998443,-5.2%,https://www.youtube.com/watch?v=VRUjdlCynU0
13,15,death bed (coffee for your head) (feat. Beabadoobee),Powfu,11,21922854,-3.4%,https://www.youtube.com/watch?v=WB4Nmh76fAc
14,13,The Box,Roddy Ricch,21,21175140,-8%,https://www.youtube.com/watch?v=UNZqm3dxd2w
15,21,Play Date,Melanie Martinez,4,20905537,4.2%,https://www.youtube.com/watch?v=kknKs7cAcO8
16,,Watermelon Sugar,Harry Styles,1,19756165,,https://www.youtube.com/watch?v=E07s5ZYygMg
17,18,Tusa,KAROL G & Nicki Minaj,28,19513753,-10.8%,https://www.youtube.com/watch?v=tbneQDc2H3I
18,20,Señorita,Shawn Mendes & Camila Cabello,48,19293799,-4.3%,https://www.youtube.com/watch?v=Pkh8UtuejGw
19,16,SICKO MODE (feat. Drake),Travis Scott,31,18824840,-16.1%,https://www.youtube.com/watch?v=6ONRf7h3Mdk
20,19,Toosie Slide,Drake,7,18358904,-10.9%,https://www.youtube.com/watch?v=xWggTb45brM
