Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,2,Te Boté (Remix),"Casper Magico, Nio Garcia, Darell, Nicky Jam, Bad Bunny & Ozuna",5,96036864,43.2%,https://www.youtube.com/watch?v=9jI-z9QN6g8
2,,This Is America,Childish Gambino,1,76851818,,https://www.youtube.com/watch?v=VYOjWnS4cMY
3,1,X,Nicky Jam & J Balvin,10,73821644,-6.7%,https://www.youtube.com/watch?v=_I_D_8Z4sJE
4,8,Dura,Daddy Yankee,16,65051358,62.3%,https://www.youtube.com/watch?v=sGIm0-dQd8M
5,3,Introduccion B (El Cosita Mix),El Chombo,5,63992205,-2.4%,https://www.youtube.com/watch?v=LE6-4nAWEY0
6,6,Perfect,Ed Sheeran,35,46088430,2.4%,https://www.youtube.com/watch?v=2Vv-BfVoq4g
7,5,no tears left to cry,Ariana Grande,3,45761812,-1.6%,https://www.youtube.com/watch?v=ffxKSjUwKdU
8,7,FRIENDS,Marshmello & Anne-Marie,13,42467516,-2.7%,https://www.youtube.com/watch?v=jzD_yyEcp0M
9,10,Me Niego (feat. Ozuna & Wisin),Reik,12,41303693,4.3%,https://www.youtube.com/watch?v=JyqD_zfXfi8
10,11,Sin Pijama,Becky G & Natti Natasha,3,39375812,-0%,https://www.youtube.com/watch?v=zEf423kYfqk
11,12,God's Plan,Drake,16,38136541,1.7%,https://www.youtube.com/watch?v=xpVfcZ0ZcFM
12,9,Havana (feat. Young Thug),Camila Cabello,34,36034544,-9.2%,https://www.youtube.com/watch?v=BQ0mxQXmLsk
13,16,Call Out My Name,The Weeknd,6,33951318,6.9%,https://www.youtube.com/watch?v=M4ZoCHID9GI
14,4,Única,Ozuna,2,31634923,-41.1%,https://www.youtube.com/watch?v=Ck4xHocysLw
15,61,Laung Laachi,Mannat Noor,5,30719792,103.9%,https://www.youtube.com/watch?v=YpkJO_GrCo0
16,31,One Kiss,Calvin Harris & Dua Lipa,5,30321666,44.2%,https://www.youtube.com/watch?v=DkeiKbqa02g
17,23,Bom Diggy (Zack Knight & Jasmin Walia),Zack Knight & Jasmin Walia,13,29785861,14.4%,https://www.youtube.com/watch?v=yIIGQB6EMAM
18,,Chun-Li,Nicki Minaj,2,29337519,,https://www.youtube.com/watch?v=Wpm07-BGJnE
19,17,Freaky Friday (feat. Chris Brown),Lil Dicky,8,29211810,-3.5%,https://www.youtube.com/watch?v=aZla1ttZHaw
20,88,Só quer vrau (feat. DJ RD),MC MM,2,27485375,174.1%,https://www.youtube.com/watch?v=sbXg6CWUXuo
21,14,Corazón (feat. Nego do Borel),Maluma,27,27274904,-19.1%,https://www.youtube.com/watch?v=GmHrjFIWl6U
22,50,Échame la Culpa,Luis Fonsi & Demi Lovato,25,27267674,62.8%,https://www.youtube.com/watch?v=TyHvyGVs42U
23,,Marinero,Maluma,1,26416047,,https://www.youtube.com/watch?v=vjI4Alon-3Q
24,46,BBoom BBoom(뿜뿜),MOMOLAND,17,25109565,41.9%,https://www.youtube.com/watch?v=JQGRg8XBnB4
25,13,Bella,Wolfine,16,25106995,-31.7%,https://www.youtube.com/watch?v=jjuSfhYiup8
26,21,Amor de Verdade,MC Kekel & MC Rita,6,24897675,-9.1%,https://www.youtube.com/watch?v=8_oE-iQeFeE
27,38,Daru Badnaam,Kamal Kahlon & Param Singh,11,24557658,26.8%,https://www.youtube.com/watch?v=bzW9fmwcmG4
28,51,In My Blood,Shawn Mendes,5,24289281,45.2%,https://www.youtube.com/watch?v=36tggrpRoTI
29,22,Psycho (feat. Ty Dolla $ign),Post Malone,11,23942193,-9.1%,https://www.youtube.com/watch?v=au2n7VVGv_c
30,29,Mi Gente,J Balvin & Willy William,45,23772072,5.3%,https://www.youtube.com/watch?v=wnJ6LuUFpMo
31,32,Oh Humsafar Song,Neha Kakkar & Tony Kakkar,4,23494669,13.2%,https://www.youtube.com/watch?v=g4HDfqEWf6Y
32,18,ESSKEETIT,Lil Pump,4,22645163,-23.5%,https://www.youtube.com/watch?v=DPxL7dO5XPc
33,25,El Farsante (Remix),Ozuna,44,22487401,-5.4%,https://www.youtube.com/watch?v=wfWkmURBNv8
34,26,Nice For What,Drake,5,21863902,-7.5%,https://www.youtube.com/watch?v=U9BwWKXjVaI
35,,Bella,Wolfine,1,21232036,,https://www.youtube.com/watch?v=3TrkEh_Af7I
36,44,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,28,21019651,17.4%,https://www.youtube.com/watch?v=y7d9VLRO3vc
37,15,Happier,Ed Sheeran,3,20992297,-36.7%,https://www.youtube.com/watch?v=iWZmdoY1aTE
38,37,Nena Maldicion  (feat. Lenny),Paulo Londra,7,20760177,4.7%,https://www.youtube.com/watch?v=bX3S-_jUauc
39,39,Never Be the Same,Camila Cabello,10,19931769,3.7%,https://www.youtube.com/watch?v=Ph54wQG8ynk
40,35,O Saathi,Arko Pravo Mukherjee,9,19906082,-1.7%,https://www.youtube.com/watch?v=OX-h7MtkeOI
41,41,Bonita (Jowell & Randy & J Balvin),Jowell & Randy & J Balvin,24,19659444,4.2%,https://www.youtube.com/watch?v=SqpvOqRieYY
42,30,The Middle,"Zedd, Maren Morris & Grey",12,19536438,-7.4%,https://www.youtube.com/watch?v=M3mJkSqZbX4
43,27,Te Amo (feat. Paulo Londra),Piso 21,8,19286249,-14.8%,https://www.youtube.com/watch?v=nP8ZVJxiJlU
44,62,Rangamma Mangamma,M.M. Manasi,9,18553597,23.6%,https://www.youtube.com/watch?v=GWWHI7SE0KQ
45,45,El Anillo,Jennifer Lopez,2,18442409,3.5%,https://www.youtube.com/watch?v=LryQJ25CnKU
46,24,Wake Me Up ,Avicii,27,18101267,-24.8%,https://www.youtube.com/watch?v=IcrbM1l_BoI
47,52,Romance com Safadeza,Wesley Safadão & Anitta,4,17460407,5%,https://www.youtube.com/watch?v=J2Ra63wi5gE
48,59,Tu Postura,Banda MS de Sergio Lizárraga,8,17407743,14%,https://www.youtube.com/watch?v=8BDrtvy0SNM
49,49,New Rules,Dua Lipa,44,16958597,1%,https://www.youtube.com/watch?v=k2qgadSvNyU
50,33,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,28,16845845,-18.4%,https://www.youtube.com/watch?v=zDo0H8Fm7d0
51,36,Largado Às Traças (Acústico),Zé Neto & Cristiano,12,16757811,-16.3%,https://www.youtube.com/watch?v=WcTRQXtXJPs
52,,Dicen,Matt Hunter & Lele Pons,1,16745898,,https://www.youtube.com/watch?v=31OMf1H5Rk0
53,58,What is Love?,TWICE,5,16692218,6%,https://www.youtube.com/watch?v=i0p1bmr0EmE
