Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,2,Te Boté (Remix),"Casper Magico, Nio Garcia, Darell, Nicky Jam, Bad Bunny & Ozuna",8,83746222,-0.5%,https://www.youtube.com/watch?v=9jI-z9QN6g8
2,4,X,Nicky Jam & J Balvin,13,53679061,-5%,https://www.youtube.com/watch?v=_I_D_8Z4sJE
3,3,Dura,Daddy Yankee,19,47586240,-25.4%,https://www.youtube.com/watch?v=sGIm0-dQd8M
4,7,no tears left to cry,Ariana Grande,6,44309291,16%,https://www.youtube.com/watch?v=ffxKSjUwKdU
5,11,Introduccion B (El Cosita Mix),El Chombo,8,39847591,20.5%,https://www.youtube.com/watch?v=LE6-4nAWEY0
6,1,FAKE LOVE,BTS,2,39843187,-62.6%,https://www.youtube.com/watch?v=cibTjNJkaMk
7,5,This Is America,Childish Gambino,4,38445981,-17%,https://www.youtube.com/watch?v=VYOjWnS4cMY
8,6,Sin Pijama,Becky G & Natti Natasha,6,38388802,0.3%,https://www.youtube.com/watch?v=zEf423kYfqk
9,,I Like It (feat. Kontra K & AK Ausserkontrolle),Cardi B,7,33943093,,https://www.youtube.com/watch?v=xTlNMmZKwpA
10,8,Me Niego (feat. Ozuna & Wisin),Reik,15,33385213,-10.8%,https://www.youtube.com/watch?v=JyqD_zfXfi8
11,10,Perfect,Ed Sheeran,38,32903502,-7%,https://www.youtube.com/watch?v=2Vv-BfVoq4g
12,13,Havana (feat. Young Thug),Camila Cabello,37,32126352,2.4%,https://www.youtube.com/watch?v=BQ0mxQXmLsk
13,23,Psycho (feat. Ty Dolla $ign),Post Malone,14,31565295,26.5%,https://www.youtube.com/watch?v=au2n7VVGv_c
14,14,FRIENDS,Marshmello & Anne-Marie,16,30295094,-0.2%,https://www.youtube.com/watch?v=jzD_yyEcp0M
15,9,Bella,Wolfine,19,29525559,-16.8%,https://www.youtube.com/watch?v=jjuSfhYiup8
16,12,God's Plan,Drake,19,28682587,-12.4%,https://www.youtube.com/watch?v=xpVfcZ0ZcFM
17,21,One Kiss,Calvin Harris & Dua Lipa,8,27884813,7.9%,https://www.youtube.com/watch?v=DkeiKbqa02g
18,17,BBoom BBoom(뿜뿜),MOMOLAND,20,27202102,3.8%,https://www.youtube.com/watch?v=JQGRg8XBnB4
19,15,Mi Cama,Karol G,3,25796687,-13.7%,https://www.youtube.com/watch?v=8-mloCL49vs
20,19,Échame la Culpa,Luis Fonsi & Demi Lovato,28,25376899,-2.2%,https://www.youtube.com/watch?v=TyHvyGVs42U
21,22,Bom Diggy (Jasmin Walia & Zack Knight),Jasmin Walia & Zack Knight,16,24843362,-2.2%,https://www.youtube.com/watch?v=yIIGQB6EMAM
22,59,Lagi Syantik,Siti Badriah,3,24395382,74.5%,https://www.youtube.com/watch?v=Tet6_BlStEM
23,20,Daru Badnaam,Kamal Kahlon & Param Singh,14,24179508,-6.8%,https://www.youtube.com/watch?v=bzW9fmwcmG4
24,27,Loca (feat. Duki & Cazzu),Khea,10,23337987,7.5%,https://www.youtube.com/watch?v=XQ0D_QD_DhM
25,29,Laung Laachi,Mannat Noor,8,22152666,5%,https://www.youtube.com/watch?v=YpkJO_GrCo0
