Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Señorita,Shawn Mendes & Camila Cabello,3,112979242,8.8%,https://www.youtube.com/watch?v=Pkh8UtuejGw
2,2,Old Town Road (feat. Billy Ray Cyrus),Lil Nas X,16,69554377,-12.7%,https://www.youtube.com/watch?v=w2Ov5jzm3j8
3,6,No Me Conoce (Remix),"Jhay cortez, J Balvin & Bad Bunny",8,53349918,11.7%,https://www.youtube.com/watch?v=w2C6RhQBYlg
4,4,Con Altura (feat. El Guincho),Rosalía & J Balvin,15,52873231,2.5%,https://www.youtube.com/watch?v=p7bfOZek9t4
5,3,Con Calma (Remix) (feat. Snow),Daddy Yankee & Katy Perry,24,52620380,-8.7%,https://www.youtube.com/watch?v=lmCEZhb-z-Q
6,5,Otro Trago (feat. Darell),Sech,12,47080992,-3.9%,https://www.youtube.com/watch?v=t_qn-f7XfJo
7,12,Callaíta,Bad Bunny,6,42738461,31.1%,https://www.youtube.com/watch?v=acEOASYioGY
8,8,bad guy,Billie Eilish,15,41160908,-3.5%,https://www.youtube.com/watch?v=DyDfgMOUjCI
9,9,Kill This Love,BLACKPINK,15,41109380,-1.1%,https://www.youtube.com/watch?v=2S24-y0Ij3Y
10,,Goodbyes (feat. Young Thug),Post Malone,1,39381649,,https://www.youtube.com/watch?v=ba7mB8oueCY
11,10,SOLTERA (feat. Chris Jeday & Gaby Music),Lunay,12,38383951,-3.4%,https://www.youtube.com/watch?v=YZxmoOvqWek
12,7,HÃY TRAO CHO ANH (feat. Snoop Dogg),Sơn Tùng M-TP,2,36717141,-21.9%,https://www.youtube.com/watch?v=knW7-x7Y7RE
13,17,Tera Ban Jaunga,Akhil Sachdeva &  Tulsi Kumar,4,34717674,31.5%,https://www.youtube.com/watch?v=avVg3pLj_Po
14,15,Calma (Remix),"Pedro Capó, Alan Walker & Farruko",37,31395115,1.8%,https://www.youtube.com/watch?v=YS2RmyES-GU
15,18,11 PM,Maluma,8,28795224,9.1%,https://www.youtube.com/watch?v=IBaSizQyC5g
16,14,I Don't Care,Ed Sheeran & Justin Bieber,9,28667622,-7.8%,https://www.youtube.com/watch?v=y83x7MgzWOA
17,16,Bekhayali,Sachet Tandon,4,28306676,0.8%,https://www.youtube.com/watch?v=VOLKJJvfAbg
18,22,Dheeme Dheeme (feat. Neha Sharma),Tony Kakkar,8,27526212,14.7%,https://www.youtube.com/watch?v=9mWdw-09dso
19,,Psycho Saiyaan,"Tanishk Bagchi, Dhvani Bhanushali & Sachet-Parampara",1,26070929,,https://www.youtube.com/watch?v=G81Ospnlctw
20,11,Runaway (feat. Jonas Brothers),"Sebastián Yatra, Daddy Yankee & Natti Natasha",3,24995685,-23.7%,https://www.youtube.com/watch?v=FjIfxEXOcxo
21,13,Tujhe Kitna Chahne Lage,Mithoon & Arijit Singh,6,24436041,-24.5%,https://www.youtube.com/watch?v=AgX2II9si7w
22,21,Ve Maahi,Arijit Singh & Asees Kaur,16,23117858,-8%,https://www.youtube.com/watch?v=j6muwUGdvXw
23,42,Calma (Remix),"Pedro Capó, Alan Walker & Farruko",2,22808957,34.4%,https://www.youtube.com/watch?v=YS2RmyES-GU
24,23,Lily (Rock Version),"Alan Walker, Emelie Hollow & K-391",18,22610894,0.5%,https://www.youtube.com/watch?v=kTJbE3sfvlI
25,20,Cúrame,Prince Royce & Manuel Turizo,4,21277102,-16.3%,https://www.youtube.com/watch?v=8DdKe4bPELU
26,25,Without Me,Halsey,37,20988827,-2.1%,https://www.youtube.com/watch?v=ZAfAud_M_mg
27,24,7 rings,Ariana Grande,25,20804313,-3.8%,https://www.youtube.com/watch?v=QYh6mYIJG2Y
28,28,Sunflower,Post Malone & Swae Lee,38,20603700,1.6%,https://www.youtube.com/watch?v=ApXoWvfEYVU
29,26,SHALLOW,Dawid Kwiatkowski & Maryla Rodowicz,41,20417244,-1.7%,https://www.youtube.com/watch?v=aZsYZpVCNjg
30,,Sheher Ki Ladki,"Badshah,  Tulsi Kumar & Abhijeet",1,20033337,,https://www.youtube.com/watch?v=V-aWMKcuJSo
31,32,On My Way,"Alan Walker, Sabrina Carpenter & Farruko",16,19593297,-1.1%,https://www.youtube.com/watch?v=dhYOPzcsbGM
32,29,Taki Taki,DJ Snake,41,19204075,-4.4%,https://www.youtube.com/watch?v=ixkoVwKQaJg
33,36,Te Robaré,Nicky Jam & Ozuna,14,18870732,1%,https://www.youtube.com/watch?v=aA_kuFTV-P8
34,33,HP,Maluma,19,18237556,-6.7%,https://www.youtube.com/watch?v=iMEhjsiHbwM
35,27,Tal Vez,Paulo Londra,14,18165145,-11.5%,https://www.youtube.com/watch?v=NPpELzyP4rw
36,46,Te Soñé de Nuevo,Ozuna,4,17817086,11.2%,https://www.youtube.com/watch?v=eKaD_-Tl544
37,31,Si Supieras,Daddy Yankee & Wisin & Yandel,2,17663311,-11%,https://www.youtube.com/watch?v=av2yfDokA6k
38,39,"Cuaderno (feat. Nicky Jam, Sech, Justin Quiles, Feid, Lenny Tavarez & Rafa Pabön)",Dalex,9,17536444,-1.8%,https://www.youtube.com/watch?v=_WmvVJ43RoM
39,,Mother's Daughter,Miley Cyrus,1,17444445,,https://www.youtube.com/watch?v=7T2RonyJ_Ts
40,34,Aankh Marey,"Neha Kakkar, Mika Singh & Kumar Sanu",31,17408513,-9.6%,https://www.youtube.com/watch?v=_KhQT-LGb-4
41,30,Boy With Luv (feat. Halsey),BTS,13,16870198,-15.6%,https://www.youtube.com/watch?v=XsX3ATc3FbA
42,40,Vaaste,Dhvani Bhanushali & Nikhil D'Souza,14,16768127,-5.8%,https://www.youtube.com/watch?v=BBAyRBTfsOU
43,48,Happier (feat. Bastille),Marshmello,42,16522818,3.8%,https://www.youtube.com/watch?v=m7Bc3pLyij0
44,45,Zemër (feat. Soolking),Dhurata Dora,12,16310190,-1.5%,https://www.youtube.com/watch?v=GCpvmHi1gxU
45,37,"Pa Mi (Remix) (feat. Sech, Rafa Pabön, Cazzu, Feid, Khea & Lenny Tavarez)",Dalex,20,16225167,-12%,https://www.youtube.com/watch?v=rm8krFiAJBw
46,49,Si Se Da,Myke Towers & Farruko,19,15726888,-0.5%,https://www.youtube.com/watch?v=LXjRV-oSD1U
47,44,Ocean,KAROL G,10,15598772,-6.7%,https://www.youtube.com/watch?v=gyY5Z0TUWRY
48,52,Talk,"Khalid, Megan Thee Stallion & Yo Gotti",14,15270951,2.6%,https://www.youtube.com/watch?v=hE2Ira-Cwxo
49,,Dil Laga Liya,Alka Yagnik & Udit Narayan,3,15108148,,https://www.youtube.com/watch?v=6qBdQzPnw4E
50,41,Dame Tu Cosita (feat. Cutty Ranks),"Pitbull, El Chombo & Karol G",27,15084754,-12.2%,https://www.youtube.com/watch?v=FMN3AtsXqA0
51,,Артур Пирожков,Artur Pirozhkov,1,14907714,,https://www.youtube.com/watch?v=47JI4G-qYmc
52,50,Aullando,Wisin & Yandel & Romeo Santos,20,14505884,-5.3%,https://www.youtube.com/watch?v=-n9krkSb-ug
53,,Poesia Acústica #7 -Céu Azul,"MC Hariel, Negra Li, Ducon, MC Kevin o Chris, Chris MC, Matuê, DK47 & Vitão",1,14122740,,https://www.youtube.com/watch?v=G4eTjFvp8CU
54,72,LA CANCIÓN,J Balvin & Bad Bunny,2,14009248,26.1%,https://www.youtube.com/watch?v=LxOTsiV4tkQ
55,51,سر الحياه,Aseel Hamim,4,13490132,-11.6%,https://www.youtube.com/watch?v=uVxij4NespQ
56,65,Shotta Flow,NLE Choppa,3,13272078,8.7%,https://www.youtube.com/watch?v=3W0e7aI0gAg
57,19,Beautiful People (feat. Khalid),Ed Sheeran,2,13072770,-49.5%,https://www.youtube.com/watch?v=mj0XInqZMHY
58,58,ชอบแบบนี้,Nhamtoei Sabangbin,7,13071123,-3.3%,https://www.youtube.com/watch?v=n32PxBLrut4
59,38,Cambio,Ozuna & Anuel AA,2,12879806,-29.7%,https://www.youtube.com/watch?v=3cE7pYWCZpw
60,57,TODO MUNDO VAI SOFRER,Marília Mendonça,8,12544117,-7.5%,https://www.youtube.com/watch?v=ILADw1aretk
61,77,Money In The Grave (feat. Rick Ross),Drake,2,12086369,13.9%,https://www.youtube.com/watch?v=JFOiJ5ZvQlE
62,83,Birds,Imagine Dragons,2,11950465,18.2%,https://www.youtube.com/watch?v=vOXZkm9p_zY
63,71,Hola Señorita,GIMS & Maluma,7,11920933,4.4%,https://www.youtube.com/watch?v=4j725wScY0E
64,63,Cobaia (Ao Vivo),Lauana Prado & Maiara & Maraisa,14,11894852,-4.7%,https://www.youtube.com/watch?v=X7TKxphukD0
65,,Espérance,Soolking,1,11860532,,https://www.youtube.com/watch?v=P6Phw6iWwYA
66,62,I Love You 3000 II,Stephanie Poetri,2,11618315,-7%,https://www.youtube.com/watch?v=cPkE0IbDVs4
67,,BEBE (feat. Anuel AA),6ix9ine,24,11556684,,https://www.youtube.com/watch?v=ycV6cnK3SIs
68,75,ปี้(จน)ป่น (feat. Bua Kamonthip),Mahahing,13,11338883,5.1%,https://www.youtube.com/watch?v=wdmqvdXuGEI
69,64,A Whole New World (End Title) (feat. Chandru),ZAYN & Zhavia,9,11307170,-8.9%,https://www.youtube.com/watch?v=rg_zwK_sSEY
70,43,QUE PRETENDES,J Balvin & Bad Bunny,2,11241673,-33.7%,https://www.youtube.com/watch?v=kPc3Pe42bGI
71,55,Ritual,"Tiësto, Jonas Blue & Rita Ora",3,10936113,-21.2%,https://www.youtube.com/watch?v=ontU9cOg354
72,53,Por Eso Vine,Paulo Londra,2,10743374,-25.6%,https://www.youtube.com/watch?v=Bd9R1pFlOhQ
73,,Demet Akalın,Ben Fero,1,10743195,,https://www.youtube.com/watch?v=fdg2OG8zFiM
74,68,Vou Ter Que Superar (Ao Vivo) (feat. Marília Mendonça),Matheus & Kauan,12,10724507,-7.4%,https://www.youtube.com/watch?v=IJmxyfbRg0A
75,74,The London (feat. J. Cole & Travis Scott),Young Thug,6,10688266,-2.5%,https://www.youtube.com/watch?v=OKhT_6XtD7I
76,80,"Qué Más Pues (Remix) (feat. Maluma, Nicky Jam, Farruko, Justin Quiles, Dalex & Lenny Tavarez)",Sech,14,10453180,-0.2%,https://www.youtube.com/watch?v=teT8-O9K2yM
77,67,CHALE AANA,Armaan Malik,9,10401088,-10.4%,https://www.youtube.com/watch?v=fWQpb6T89d4
78,82,Someone You Loved,Lewis Capaldi,7,10257728,1.2%,https://www.youtube.com/watch?v=zABLecsR5UE
79,79,FANCY,TWICE,11,10248020,-2.2%,https://www.youtube.com/watch?v=kOHB85vDuow
