Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,11,Titliaan,Afsana Khan,3,95759088,187.7%,https://www.youtube.com/watch?v=YPohR_9v6HA
2,2,DÁKITI,Bad Bunny & Jhay Cortez,5,84992843,15.7%,https://www.youtube.com/watch?v=TmKh7lAwnBI
3,4,BICHOTA,KAROL G,6,71386052,13.2%,https://www.youtube.com/watch?v=QaXhVryxVBk
4,7,52 Gajh Ka Daman,Renuka Panwar,3,66439203,74.1%,https://www.youtube.com/watch?v=CZt-rVn2BJs
5,3,Dynamite,BTS,15,64701860,-4.2%,https://www.youtube.com/watch?v=gdZLi9oWNZg
6,1,Life Goes On,BTS,2,50082460,-73.8%,https://www.youtube.com/watch?v=-5q5mZbe3V8
7,5,Hawái,Maluma,18,43333672,-10.4%,https://www.youtube.com/watch?v=pK060iUFWXg
8,9,How You Like That,BLACKPINK,23,32215303,-9.1%,https://www.youtube.com/watch?v=ioNng23DkIM
9,29,All I Want For Christmas Is You,Mariah Carey,28,30189384,50.4%,https://www.youtube.com/watch?v=aAkMkVFwAoo
10,8,Vida de Rico,Camilo,11,30183824,-15.3%,https://www.youtube.com/watch?v=qKp1f7Vn9dM
11,14,Life Is Good (feat. Drake),FUTURE,46,29641217,0.1%,https://www.youtube.com/watch?v=l0U7SxXHkPY
12,47,Amor ou Litrão,Petter Ferraz & Dj Koringa MPC & Menor Nico,2,29364783,77.9%,https://www.youtube.com/watch?v=fdhzJPLkybM
13,10,Dime Cómo Quieres,Christian Nodal & Ángela Aguilar,3,27970938,-21%,https://www.youtube.com/watch?v=Ge4AKbnr6ME
14,18,positions,Ariana Grande,6,26642068,-6.2%,https://www.youtube.com/watch?v=tcYodQoapMg
15,,LA NOCHE DE ANOCHE,Bad Bunny & Rosalía,1,26251513,,https://www.youtube.com/watch?v=f5omY8jVrSM
16,,Besharam Bewaffa,B Praak,1,26017974,,https://www.youtube.com/watch?v=DRyQKYkyfU0
17,15,La Tóxica (Remix) (feat. Jay Wheeler & Tempo),"Farruko, Sech & Myke Towers",14,25256210,-14.2%,https://www.youtube.com/watch?v=f3DSeEEz5ko
18,16,Naach Meri Rani,Guru Randhawa & Nikhita Gandhi,7,25041093,-13.5%,https://www.youtube.com/watch?v=TCx1yMegJ4A
19,,YO VISTO ASÍ,Bad Bunny,1,24426090,,https://www.youtube.com/watch?v=7pynaH-PPCA
20,12,Taaron Ke Shehar,Neha Kakkar & Jubin Nautiyal,11,23769855,-25.4%,https://www.youtube.com/watch?v=VAZxSoKb65o
21,19,WAP (feat. Megan Thee Stallion),Cardi B,17,23531189,-15%,https://www.youtube.com/watch?v=hsm4poTWjMs
22,21,Caramelo (Remix),"KAROL G, Myke Towers & Ozuna",25,22792459,-10.9%,https://www.youtube.com/watch?v=KilybZma5vY
23,20,Lovesick Girls,BLACKPINK,9,22452555,-15.8%,https://www.youtube.com/watch?v=dyRsYk0LyA8
24,22,Savage Love (Laxed – Siren Beat)),"BTS, Jason Derulo & Jawsh 685",25,21748153,-12.8%,https://www.youtube.com/watch?v=qvu4nPMyl3U
25,23,Parce (feat. Lenny Tavárez & Justin Quiles),Maluma,15,21557698,-11.9%,https://www.youtube.com/watch?v=k_WvAH3AE1w
26,26,I CAN'T STOP ME,TWICE,6,21338940,-1.8%,https://www.youtube.com/watch?v=CM4CkVFmTds
27,13,Therefore I Am,Billie Eilish,3,21230977,-30.6%,https://www.youtube.com/watch?v=RUQl6YcMalg
28,48,Raja Tani Jai Na Bahariya,Rakesh Mishra,3,20952811,27.9%,https://www.youtube.com/watch?v=1R8PvN-Uw90
29,31,Blinding Lights,The Weeknd,50,20277698,1.8%,https://www.youtube.com/watch?v=4NRXx6U8ABQ
30,25,34+35,Ariana Grande,4,20062750,-14%,https://www.youtube.com/watch?v=B6_iQvaIjXw
31,24,Relación (Remix),"Sech, Daddy Yankee, J Balvin, Rosalía & Farruko",29,19664171,-18.5%,https://www.youtube.com/watch?v=XseIJg8Vyj0
32,58,Reloj,Rauw Alejandro & Anuel AA,6,19660319,34.9%,https://www.youtube.com/watch?v=-3HjrdC0dAk
33,41,Satisfya,Imran Khan,26,18948116,6.1%,https://www.youtube.com/watch?v=pfVODjDBFxU
34,27,Mood (Live),24kGoldn & Iann Dior,14,18794603,-9.5%,https://www.youtube.com/watch?v=juE5VES9af0
