Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Despacito,Luis Fonsi & Daddy Yankee,29,201059580,-6.7%,https://www.youtube.com/watch?v=kJQP7kiw5Fk
2,2,Shape of You,Ed Sheeran,30,109017430,-5.7%,https://www.youtube.com/watch?v=JGwWNGJdvx8
3,3,Mi Gente (feat. Willy William),J Balvin & Willy William,5,66325117,4.2%,https://www.youtube.com/watch?v=wnJ6LuUFpMo
4,,Sua Cara (feat. Pabllo Vittar & Anitta),Major Lazer,1,66314098,,https://www.youtube.com/watch?v=omzk3klIy0E
5,4,Felices Los 4,Maluma,15,44638713,-27.5%,https://www.youtube.com/watch?v=t_jHrUE5IOk
6,5,Escápate Conmigo (feat. Ozuna),Wisin,18,43579976,-6.8%,https://www.youtube.com/watch?v=3X9wEwulYhk
7,7,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,38,42382360,-4.1%,https://www.youtube.com/watch?v=papuvlVeZg8
8,10,GANGNAM STYLE (강남스타일),PSY,76,41091698,3.6%,https://www.youtube.com/watch?v=9bZkp7q19f0
9,13,"Ahora Dice (feat. J Balvin, Ozuna & Arcangel)",Chris Jeday,2,40931576,6.1%,https://www.youtube.com/watch?v=c73Cu3TQnlg
10,8,Swalla (feat. Nicki Minaj & Ty Dollar Sign),Jason Derulo,20,39861329,-1.3%,https://www.youtube.com/watch?v=NGLxoKOvzu4
11,12,Wild Thoughts (feat. Bryson Tiller & Rihanna),DJ Khaled,7,39183046,0.1%,https://www.youtube.com/watch?v=fyaI4-5849w
12,11,Chantaje (feat. Maluma),Shakira,40,38960719,-1.6%,https://www.youtube.com/watch?v=6Mgqbai3fKo
13,,Sen Olsan Bari,Aleyna Tilki,1,38562570,,https://www.youtube.com/watch?v=yJpJCZYTL74
14,14,"I'm The One (feat. Justin Bieber, Quavo, Chance The Rapper & Lil Wayne)",DJ Khaled,14,35268250,-6.2%,https://www.youtube.com/watch?v=weeI1G46q0o
15,19,Me Rehúso,Danny Ocean,7,34571959,5.1%,https://www.youtube.com/watch?v=aDCcLQto5BM
16,9,Súbeme La Radio (feat. Zion Y Lenox & Descemer Bueno),Enrique Iglesias,23,34048445,-14.7%,https://www.youtube.com/watch?v=9sg-A-eS6Ig
17,15,That's What I Like,Bruno Mars,21,34015620,-8.8%,https://www.youtube.com/watch?v=PMivT7MJ41M
18,20,See You Again (feat. Charlie Puth),Wiz Khalifa,76,33358793,2.5%,https://www.youtube.com/watch?v=RgKAFK5djSk
19,17,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,54,31798583,-6.1%,https://www.youtube.com/watch?v=3AtDnEC4zak
20,25,Tú Foto,Ozuna,14,30962772,8.6%,https://www.youtube.com/watch?v=afUx6AIG3Tg
21,21,Faded,Alan Walker,61,30859260,-5%,https://www.youtube.com/watch?v=60ItHLz5WEA
22,23,Attention,Charlie Puth,15,29527373,2.4%,https://www.youtube.com/watch?v=nfs8NYg7yQM
23,58,Soy Peor,Bad Bunny,3,29446495,67.3%,https://www.youtube.com/watch?v=ws00k_lIQ9U
24,26,Fetish (feat. Gucci Mane),Selena Gomez,3,28727017,6.1%,https://www.youtube.com/watch?v=STO4-8vkG0U
25,22,As If It's Your Last,BLACKPINK,6,28276907,-9.9%,https://www.youtube.com/watch?v=Amq-qlqbjYA
26,24,Closer (feat. Halsey),The Chainsmokers,53,27591145,-4.2%,https://www.youtube.com/watch?v=0zGcUoRlhmw
27,27,Reggaetón Lento (Bailemos),CNCO,37,27209134,2.7%,https://www.youtube.com/watch?v=7jpqqBX-Myw
28,29,Si Tu Novio Te Deja Sola (feat. Bad Bunny),J Balvin,22,26586364,3.7%,https://www.youtube.com/watch?v=Km4BayZykwE
29,,LOYALTY. (feat. Rihanna),Kendrick Lamar,1,26366841,,https://www.youtube.com/watch?v=Dlh-dzB2U4Y
30,38,Cheez Badi (Udit Narayan & Neha Kakkar),Udit Narayan & Neha Kakkar,8,26044677,21.7%,https://www.youtube.com/watch?v=
31,33,Unforgettable (feat. Swae Lee),French Montana,15,25266543,4.5%,https://www.youtube.com/watch?v=CTFtOOh47oo
32,31,El Amante,Nicky Jam,29,23974917,-3.1%,https://www.youtube.com/watch?v=YG2p6XBuSKA
33,34,Ahora Me Llama (feat. Karol G),Bad Bunny & Karol G,7,23880249,-0.5%,https://www.youtube.com/watch?v=4NNRy_Wz16k
34,36,La Rompe Corazones (feat. Ozuna),Daddy Yankee,3,23693376,2%,https://www.youtube.com/watch?v=ks1CBTwtaU8
35,30,Something Just Like This (feat. Coldplay),The Chainsmokers & Coldplay,24,23551830,-7.7%,https://www.youtube.com/watch?v=FM7MFYoylVs
36,6,Numb,Linkin Park,3,23335011,-48.3%,https://www.youtube.com/watch?v=kXYiU_JCYtU
37,45,Una Lady Como Tu,Manuel Turizo,3,22852355,12.4%,https://www.youtube.com/watch?v=VYtJAuoZxcc
38,37,Me Enamoré,Shakira,12,22707860,-2.1%,https://www.youtube.com/watch?v=sPTn0QEhxds
39,35,Treat You Better,Shawn Mendes,55,22575185,-5.9%,https://www.youtube.com/watch?v=lY2yjAdbvdQ
40,28,Mayores (feat. Bad Bunny),Becky G,3,22425339,-12.8%,https://www.youtube.com/watch?v=GMFewiplIbw
41,,Si Tú la Ves,Nicky Jam & Wisin,1,22028814,,https://www.youtube.com/watch?v=mcGBVy3-W4s
42,,Robarte un Beso,Carlos Vives & Sebastián Yatra,1,21633947,,https://www.youtube.com/watch?v=Mtau4v6foHA
43,42,Don’t Let Me Down (feat. Daya),The Chainsmokers,71,20558574,-1.5%,https://www.youtube.com/watch?v=Io0fBr1XBUA
44,49,Vente pa ca (feat. Maluma),Ricky Martin,45,20523352,5.5%,https://www.youtube.com/watch?v=iOe6dI2JhgU
45,51,Sugar,Maroon 5,76,20401366,6.9%,https://www.youtube.com/watch?v=09R8_2nJtjg
46,41,New Rules,Dua Lipa,3,20364976,-2.5%,https://www.youtube.com/watch?v=k2qgadSvNyU
47,39,Uptown Funk (feat. Bruno Mars),Mark Ronson,76,20234466,-4.2%,https://www.youtube.com/watch?v=OPf0YbXqDm0
48,43,Bum Bum Tam Tam,Mc Fioti,7,19639371,-4.3%,https://www.youtube.com/watch?v=_P7S2lKif-A
49,,You Da Baddest (feat. Nicki Minaj),FUTURE,1,19563119,,https://www.youtube.com/watch?v=2DBBb3_p8eg
50,46,Sorry,Justin Bieber,76,18568517,-8.2%,https://www.youtube.com/watch?v=fRh_vgS2dFE
51,85,K.O.,Pabllo Vittar,4,18520386,29.2%,https://www.youtube.com/watch?v=3L5D8by1AtI
52,16,In the End,Linkin Park,3,18263485,-50.4%,https://www.youtube.com/watch?v=eVTXPUF4Oz4
53,69,"Kala Chashma (Amar Arshi, Badshah & Neha Kakkar)","Amar Arshi, Badshah, Neha Kakkar & Indeep Bakshi",54,18180833,13.2%,https://www.youtube.com/watch?v=k4yXQkG2s1E
54,59,Mama (feat. William Singe),Jonas Blue,8,18096733,3.3%,https://www.youtube.com/watch?v=qPTfXwPf_HM
55,40,"Main Tera Boyfriend (Meet Bros, Arijit Singh & Neha Kakkar)","Meet Bros, Arijit Singh & Neha Kakkar",3,17515615,-16.5%,https://www.youtube.com/watch?v=FQS7i2z1CoA
56,50,Fazer Falta,MC Livinho,3,17366555,-9.8%,https://www.youtube.com/watch?v=b9jo4mk0VQU
57,44,Shake It Off,Taylor Swift,76,17323138,-15.4%,https://www.youtube.com/watch?v=nfWlot6h_JM
58,52,Congratulations (feat. Quavo),Post Malone,18,17230449,-5.2%,https://www.youtube.com/watch?v=SC4xMk98Pdc
59,47,Alone,Alan Walker,3,17042430,-14.7%,https://www.youtube.com/watch?v=1-xGerv5FOk
60,65,A Thousand Years,Christina Perri,73,16639141,0.6%,https://www.youtube.com/watch?v=rtOvBOTyX00
61,64,Paradinha,Anitta,9,16589603,-0.6%,https://www.youtube.com/watch?v=-73pafJ9RFg
62,53,Symphony (feat. Zara Larsson),Clean Bandit,20,16329279,-9.9%,https://www.youtube.com/watch?v=aatr_2MstrI
63,80,Báilame,Nacho,5,16276713,10.5%,https://www.youtube.com/watch?v=a1J44C-PZ3E
64,70,Alone,Marshmello,47,16274688,1.7%,https://www.youtube.com/watch?v=ALZHF5UqnU4
65,63,Galti Se Mistake (Amit Mishra),Amit Mishra & Arijit Singh,3,16178515,-3.7%,https://www.youtube.com/watch?v=05TA9jNnCdU
66,62,Roar,Katy Perry,76,15860323,-6.1%,https://www.youtube.com/watch?v=CevxZvSJLk8
67,61,2U (feat. Justin Bieber),David Guetta,8,15837389,-6.9%,https://www.youtube.com/watch?v=RqcjBLMaWCg
68,74,Cheap Thrills,Sia,84,15713634,3.4%,https://www.youtube.com/watch?v=nYh-n7EOtMA
69,78,Dark Horse (feat. Juicy J),Katy Perry,59,15671221,4%,https://www.youtube.com/watch?v=0KSOMA3QBU0
70,67,Rolex,Ayo & Teo,21,15628829,-3.4%,https://www.youtube.com/watch?v=lwk5OUII9Vc
71,82,Mask Off,FUTURE,17,15603567,7.5%,https://www.youtube.com/watch?v=xvZqHgFz51I
72,68,Bailando (Spanish Version) (feat. Gente De Zona & Descemer Bueno),Enrique Iglesias,76,15510728,-3.8%,https://www.youtube.com/watch?v=NUsoVlDFqZg
73,76,Happy,Pharrell Williams,10,15400045,1.5%,https://www.youtube.com/watch?v=ZbZSe6N_BXs
74,60,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,2,15197749,-12.7%,https://www.youtube.com/watch?v=-HjpL-Ns6_A
75,71,Believer,Imagine Dragons,13,15171271,-2.8%,https://www.youtube.com/watch?v=7wtfhZwyrcc
76,66,"Feels (feat. Katy Perry, Big Sean & Pharrell Williams)",Calvin Harris,5,15085697,-7.7%,https://www.youtube.com/watch?v=ozv4q2ov3Mk
77,,Bodak Yellow,Cardi B,1,14942028,,https://www.youtube.com/watch?v=PEGccV-NOm8
78,75,Lean On (feat. MØ & DJ Snake),Major Lazer,76,14840158,-2.2%,https://www.youtube.com/watch?v=YqeW9_5kURI
79,72,Tu No Metes Cabra,Bad Bunny,4,14568897,-5.2%,https://www.youtube.com/watch?v=9NGgLhEVCUk
80,56,Ko Ko Bop,EXO,2,14448451,-18.5%,https://www.youtube.com/watch?v=IdssuxDdqKk
81,88,El Farsante (Remix),Ozuna,3,14345203,4.5%,https://www.youtube.com/watch?v=wfWkmURBNv8
82,86,Monster,Skillet,3,14341903,2.9%,https://www.youtube.com/watch?v=1mjlM_RnsVE
83,,Hey DJ,CNCO,7,14227117,,https://www.youtube.com/watch?v=X6wQOW9ihDA
84,54,Sorry Not Sorry,Demi Lovato,2,14130529,-21.3%,https://www.youtube.com/watch?v=-MsvER1dpjM
85,84,Thinking Out Loud,Ed Sheeran,76,13937441,-3.7%,https://www.youtube.com/watch?v=lp-EO5I60KA
86,48,Imitadora,Romeo Santos,3,13690588,-29.7%,https://www.youtube.com/watch?v=FAq4OIRDo68
87,87,Olha a Explosão,MC Kevinho,28,13522746,-1.9%,https://www.youtube.com/watch?v=3yd_eoMOvqk
88,96,Waka Waka (This Time for Africa),Shakira,3,13516612,1.9%,https://www.youtube.com/watch?v=pRpeEdMmmQ0
89,73,There's Nothing Holdin' Me Back,Shawn Mendes,15,13485959,-11.7%,https://www.youtube.com/watch?v=dT2owtxkU8k
90,,BOOMBAYAH,BLACKPINK,5,13427033,,https://www.youtube.com/watch?v=bwmSjveL3Lc
91,,Tum Hi Ho,Arijit Singh,4,13305775,,https://www.youtube.com/watch?v=IJq0yyWug1k
92,,Yolla,Tarkan,2,13019361,,https://www.youtube.com/watch?v=U66ixhdbxEI
93,,Hawayein,Arijit Singh,1,12986302,,https://www.youtube.com/watch?v=cs1e0fRyI18
94,99,La Ultima Vez (feat. Bad Bunny),Anuel AA & Bad Bunny,10,12886105,-1.4%,https://www.youtube.com/watch?v=
95,91,El Perdedor,Maluma,67,12819788,-4.9%,https://www.youtube.com/watch?v=PJniSb91tvo
96,,Hawa Hawa (feat. Prakriti Kakar),Mika Singh & Prakriti Kakar,1,12767924,,https://www.youtube.com/watch?v=ClFopanltmg
97,,Bank Account,21 Savage,1,12739107,,https://www.youtube.com/watch?v=sV2t3tW_JTQ
98,,Aşk Olmak,Aydilge,1,12687283,,https://www.youtube.com/watch?v=KusXd9_RQIU
99,95,Can't Stop the Feeling!,Justin Timberlake,23,12530327,-5.8%,https://www.youtube.com/watch?v=ru0K8uYEZWw
100,,What's My Name (feat. Dylan Playfair & Thomas Doherty),"Thomas Doherty, Dylan Playfair & China Anne McClain",1,12452676,,https://www.youtube.com/watch?v=_dyvXcv3ej0
