Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Butter,BTS,5,79388390,10.5%,https://www.youtube.com/watch?v=WMweEpGlu_U
2,2,Todo de Ti,Rauw Alejandro,5,54024928,-0.9%,https://www.youtube.com/watch?v=CFPLIaMpGrY
3,3,नदी बिचे नईया डोले,Shilpi Raj,7,47077098,-2.1%,https://www.youtube.com/watch?v=BRQ-n5OYUuM
4,9,Baarish Ban Jaana,Payal Dev & Stebin Ben,3,44791168,23.3%,https://www.youtube.com/watch?v=KVh4KtUSW3A
5,8,Paani Paani (feat. Jacqueline Fernandez),Badshah & Aastha Gill,2,42149305,15.6%,https://www.youtube.com/watch?v=nFjVlf2r9_Q
6,56,Poblado (Remix),"Crissin, -- & Natan & Shander",7,42096992,212.1%,https://www.youtube.com/watch?v=s8hA0QRIwfo
7,4,Ram Pam Pam,Natti Natasha & Becky G,9,41377945,-9.3%,https://www.youtube.com/watch?v=_wE3hDN06Qg
8,6,Yonaguni,Bad Bunny,3,39373429,-10.2%,https://www.youtube.com/watch?v=doLMt10ytHY
9,11,MONTERO (Call Me By Your Name),Lil Nas X,13,31506063,-10.5%,https://www.youtube.com/watch?v=6swmTBVI83k
10,12,Alcohol-Free,TWICE,3,29794593,-14.9%,https://www.youtube.com/watch?v=XA2YEHn-A8Q
11,21,Fiel,"Los Legendarios, Wisin & Jhay Cortez",14,29655354,11.5%,https://www.youtube.com/watch?v=o1lKMrLat_I
12,13,good 4 u,Olivia Rodrigo,6,29087399,-7.8%,https://www.youtube.com/watch?v=gNi_6U5Pm_o
13,10,Save Your Tears,The Weeknd,25,29084319,-17.4%,https://www.youtube.com/watch?v=XXYlFuWEuKI
14,55,Beggin',Måneskin,2,28860176,106.1%,https://www.youtube.com/watch?v=ZWKpPDI1M-o
15,14,Razzi Bolja,Harjeet Deewana,5,28487270,-6.8%,https://www.youtube.com/watch?v=VT87DFblAxY
16,33,Pudina Ae Haseena,Pawan Singh & Anupama Yadav,3,28461388,34.3%,https://www.youtube.com/watch?v=iY3vrGP6XIE
17,36,Qué Más Pues?,J Balvin & Maria Becerra,4,26910356,44.4%,https://www.youtube.com/watch?v=zisuhZqTeH4
18,15,52 Gajh Ka Daman,Renuka Panwar,32,26766942,-9.9%,https://www.youtube.com/watch?v=CZt-rVn2BJs
19,17,EL MAKINON,KAROL G & Mariah Angeliq ,13,25782700,-7.5%,https://www.youtube.com/watch?v=2jYEz66J_J4
20,20,Dynamite,BTS,44,25236375,-5.2%,https://www.youtube.com/watch?v=gdZLi9oWNZg
21,18,Chatak Matak,Renuka Panwar,26,25148270,-9.6%,https://www.youtube.com/watch?v=s9AICwTKgOg
22,22,Levitating (feat. DaBaby),Dua Lipa,28,24323222,-7.5%,https://www.youtube.com/watch?v=TUVcZfQe-Kw
23,19,Botella Tras Botella,Gera Mx & Christian Nodal,9,24276253,-9.6%,https://www.youtube.com/watch?v=XegHMc35Bo8
24,16,Build a Bitch,Bella Poarch,6,23351103,-17.2%,https://www.youtube.com/watch?v=FLGCGc7sAUw
25,37,Next Level,aespa,6,23082187,23.9%,https://www.youtube.com/watch?v=4TWR90KJl84
26,23,Pareja Del Año,Sebastián Yatra & Myke Towers,10,22217973,-15%,https://www.youtube.com/watch?v=SRm2Ch4oFWs
27,27,How You Like That,BLACKPINK,52,22005912,-5.6%,https://www.youtube.com/watch?v=ioNng23DkIM
28,25,Kiss Me More (feat. SZA),Doja Cat,11,21629663,-11.8%,https://www.youtube.com/watch?v=0EVVKs6DQLo
29,29,"Volta Bebê, Volta Neném",Dj Guuga & DJ Ivis,11,21335629,-5.3%,https://www.youtube.com/watch?v=x0EPgyNd9o0
30,28,Bipolar,"MC Don Juan, Mc Davi & Mc Pedrinho",8,21276025,-8%,https://www.youtube.com/watch?v=12-3ZAsO_xA
31,7,Lut Gaye (feat. Emraan Hashmi),Jubin Nautiyal,18,21119091,-44.4%,https://www.youtube.com/watch?v=sCbbMZ-q4-I
32,31,Astronaut In The Ocean,Masked Wolf,21,20799579,-5.3%,https://www.youtube.com/watch?v=MEg-oqI9qmw
33,5,Bedardi Se Pyaar Ka,Jubin Nautiyal & Meet Bros,3,19901405,-54.7%,https://www.youtube.com/watch?v=y_RHQ4mBDKA
34,30,Leave The Door Open,"Silk Sonic, Bruno Mars & Anderson .Paak",16,19592708,-12.3%,https://www.youtube.com/watch?v=adLGHcj_fmA
35,24,2/Catorce,Rauw Alejandro & Mr. NaisGai,7,19254035,-23.6%,https://www.youtube.com/watch?v=3mPXwuPc650
36,39,Thoda Thoda Pyaar,Stebin Ben,12,18364332,4.2%,https://www.youtube.com/watch?v=USccSZnS8MQ
37,26,Baarish Ki Jaaye (feat. Nawazuddin Siddiqui & Sunanda Sharma),B Praak,13,17646113,-27.3%,https://www.youtube.com/watch?v=TYaNfLLOLNY
38,34,Wafa Na Raas Aayee,Jubin Nautiyal,9,17191718,-14.4%,https://www.youtube.com/watch?v=Z7XiKx_rj2I
39,38,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,14,16044507,-11.9%,https://www.youtube.com/watch?v=tQ0yjYUFKAE
40,41,कुँवारे में गंगा नहईले बानी,Ankush Raja & Shilpi Raj,21,15996367,-6.2%,https://www.youtube.com/watch?v=YyVI46K8q9E
41,40,Coco Cola,Ruchika Jangid,30,15965098,-7.8%,https://www.youtube.com/watch?v=9UaG7UL5yS4
42,35,ทน,Sprite & GUYGEEGEE,8,15958258,-16.8%,https://www.youtube.com/watch?v=wNO6kMJB63I
43,47,Sevmedim Deme,Kurtuluş Kuş & --,3,15843574,0.2%,https://www.youtube.com/watch?v=rbjAilk31Sg
44,44,Sal y Perrea,Sech,6,15300128,-7.2%,https://www.youtube.com/watch?v=24LLB5T7qqk
45,,Number Likh,Tony Kakkar,1,15059125,,https://www.youtube.com/watch?v=eTEMJDgyHI8
46,48,Miénteme,TINI & Maria Becerra,8,15004106,-4.4%,https://www.youtube.com/watch?v=mmRBXjVENDQ
47,53,Baby Me Atende,Matheus Fernandes & Dilsinho,5,14908621,4.9%,https://www.youtube.com/watch?v=qMEsx__88Gk
