Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,2,DANCE MONKEY,Tones and I,12,92758105,18.6%,https://www.youtube.com/watch?v=q0hyYWKXF0Q
2,1,FILHALL,B Praak,3,73644597,-7.3%,https://www.youtube.com/watch?v=hMy5za-m5Ew
3,4,Memories,Maroon 5,9,63957437,21.4%,https://www.youtube.com/watch?v=SlPhMPnQ58k
4,5,Fantasías,Rauw Alejandro & Farruko,11,52369959,3%,https://www.youtube.com/watch?v=8jwbnGrX7-c
5,6,Señorita,Shawn Mendes & Camila Cabello,24,46765443,19.3%,https://www.youtube.com/watch?v=Pkh8UtuejGw
6,7,Tusa,KAROL G & Nicki Minaj,4,41433347,8.4%,https://www.youtube.com/watch?v=tbneQDc2H3I
7,3,Tum Hi Aana,Jubin Nautiyal,9,37678321,-36.4%,https://www.youtube.com/watch?v=VFTSW817JlI
8,8,Old Town Road (feat. Billy Ray Cyrus),Lil Nas X,37,33515152,-3.7%,https://www.youtube.com/watch?v=r7qovpFAGrQ
9,9,RITMO (Bad Boys for Life),Black Eyed Peas & J Balvin,8,30667314,-4%,https://www.youtube.com/watch?v=EzKkl64rRbM
10,11,Yaad Piya Ki Aane Lagi,Neha Kakkar,3,30092239,3.9%,https://www.youtube.com/watch?v=eN6AYHAT8UM
11,27,De los Besos Que Te Di,Christian Nodal,4,28102232,53.4%,https://www.youtube.com/watch?v=VlmZMeqoADI
12,12,China,"Anuel AA, KAROL G, Daddy Yankee, J Balvin & Ozuna",20,26291794,-5.6%,https://www.youtube.com/watch?v=0VR3dfZf9Yg
13,10,Que Tire Pa' 'Lante,Daddy Yankee,7,25874963,-11%,https://www.youtube.com/watch?v=fAgvmh1jaCE
14,13,BOP,DaBaby,3,25516770,-4.1%,https://www.youtube.com/watch?v=28hYUZMufDg
15,44,Show Yourself,Idina Menzel & Evan Rachel Wood,2,25179603,74.4%,https://www.youtube.com/watch?v=nrZxwPwmgrw
16,39,All I Want For Christmas Is You,Mariah Carey,21,24641826,60%,https://www.youtube.com/watch?v=aAkMkVFwAoo
17,14,Tutu,Camilo & Pedro Capó,17,23552878,-8%,https://www.youtube.com/watch?v=5AkDqm-cEgg
18,49,Into the Unknown,Idina Menzel & Aurora,2,23152123,75.3%,https://www.youtube.com/watch?v=gIOyB9ZXn8s
19,22,everything i wanted (Live),Billie Eilish,3,22953641,18.5%,https://www.youtube.com/watch?v=aVAKT9UxJMI
20,37,Obsession,EXO,2,22841788,45.5%,https://www.youtube.com/watch?v=uxmP4b2a0uY
21,15,Lehanga,Jass Manak,19,22371124,-8.8%,https://www.youtube.com/watch?v=RKioDWlajvo
