Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Señorita,Shawn Mendes & Camila Cabello,5,121396462,-4.6%,https://www.youtube.com/watch?v=Pkh8UtuejGw
2,,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",1,91358294,,https://www.youtube.com/watch?v=0VR3dfZf9Yg
3,2,Old Town Road (feat. Billy Ray Cyrus),Lil Nas X,18,70064064,0.7%,https://www.youtube.com/watch?v=r7qovpFAGrQ
4,9,bad guy,Billie Eilish,17,54621120,23.1%,https://www.youtube.com/watch?v=DyDfgMOUjCI
5,3,No Me Conoce (Remix),"Jhay cortez, J Balvin & Bad Bunny",10,52580479,-2.7%,https://www.youtube.com/watch?v=w2C6RhQBYlg
6,7,Callaíta,Bad Bunny,8,47643778,5.9%,https://www.youtube.com/watch?v=acEOASYioGY
7,5,Con Altura (feat. El Guincho),Rosalía & J Balvin,17,45434024,-12.1%,https://www.youtube.com/watch?v=p7bfOZek9t4
8,,How Do You Sleep?,Sam Smith,1,42720024,,https://www.youtube.com/watch?v=PmYypVozQb4
9,6,Con Calma (Remix) (feat. Snow),Daddy Yankee & Katy Perry,26,42036579,-11%,https://www.youtube.com/watch?v=lmCEZhb-z-Q
10,4,Calma (Remix),"Pedro Capó, Alan Walker & Farruko",39,37179830,-28.1%,https://www.youtube.com/watch?v=YS2RmyES-GU
11,10,Otro Trago (feat. Darell),Sech,14,36265351,-15.9%,https://www.youtube.com/watch?v=t_qn-f7XfJo
12,,O Saki Saki,"Neha Kakkar,  Tulsi Kumar & B Praak",1,35906889,,https://www.youtube.com/watch?v=6wNFJIbTxNk
13,8,Kill This Love,BLACKPINK,17,35525997,-20.2%,https://www.youtube.com/watch?v=2S24-y0Ij3Y
14,11,SOLTERA (feat. Chris Jeday & Gaby Music),Lunay,14,34096119,-9.2%,https://www.youtube.com/watch?v=YZxmoOvqWek
15,12,11 PM,Maluma,10,29996420,2.3%,https://www.youtube.com/watch?v=IBaSizQyC5g
16,13,Rebota (Remix) (feat. Becky G & Sech),"Guaynaa, Nicky Jam & Farruko",19,25624574,-12.3%,https://www.youtube.com/watch?v=slaS1z9eHT4
17,15,Tera Ban Jaunga,Akhil Sachdeva &  Tulsi Kumar,6,24122299,-9.5%,https://www.youtube.com/watch?v=avVg3pLj_Po
18,14,I Don't Care,Ed Sheeran & Justin Bieber,11,23298015,-14.6%,https://www.youtube.com/watch?v=y83x7MgzWOA
19,51,Psycho Saiyaan,"Tanishk Bagchi, Dhvani Bhanushali & Sachet-Parampara",3,23293114,61.7%,https://www.youtube.com/watch?v=G81Ospnlctw
