Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,,Señorita,Shawn Mendes & Camila Cabello,1,133775107,,https://www.youtube.com/watch?v=Pkh8UtuejGw
2,1,Old Town Road (feat. Billy Ray Cyrus),Lil Nas X,14,78028849,-5.3%,https://www.youtube.com/watch?v=w2Ov5jzm3j8
3,3,Con Calma (Remix) (feat. Snow),Daddy Yankee & Katy Perry,22,59223747,0.4%,https://www.youtube.com/watch?v=lmCEZhb-z-Q
4,2,Otro Trago (feat. Darell),Sech,10,56650459,-7.2%,https://www.youtube.com/watch?v=t_qn-f7XfJo
5,5,Con Altura (feat. El Guincho),Rosalía & J Balvin,13,47601308,-12.7%,https://www.youtube.com/watch?v=p7bfOZek9t4
6,,Runaway (feat. Jonas Brothers),"Sebastián Yatra, Daddy Yankee & Natti Natasha",1,46772712,,https://www.youtube.com/watch?v=FjIfxEXOcxo
7,13,I Don't Care,Ed Sheeran & Justin Bieber,7,44510780,32.9%,https://www.youtube.com/watch?v=y83x7MgzWOA
8,8,No Me Conoce (Remix),"Jhay cortez, J Balvin & Bad Bunny",6,43558914,7.5%,https://www.youtube.com/watch?v=w2C6RhQBYlg
9,6,Kill This Love,BLACKPINK,13,43061927,-1.4%,https://www.youtube.com/watch?v=2S24-y0Ij3Y
10,12,SOLTERA (feat. Chris Jeday & Gaby Music),Lunay,10,41334675,16.9%,https://www.youtube.com/watch?v=YZxmoOvqWek
11,9,Callaíta,Bad Bunny,4,41192924,9.3%,https://www.youtube.com/watch?v=acEOASYioGY
12,7,bad guy,Billie Eilish,13,40940122,-1.3%,https://www.youtube.com/watch?v=DyDfgMOUjCI
13,10,Calma (Remix),"Pedro Capó, Alan Walker & Farruko",35,33226106,-10.3%,https://www.youtube.com/watch?v=YS2RmyES-GU
14,33,Cúrame,Prince Royce & Manuel Turizo,2,28913887,44.8%,https://www.youtube.com/watch?v=8DdKe4bPELU
15,14,Ve Maahi,Arijit Singh & Asees Kaur,14,27553483,-12.9%,https://www.youtube.com/watch?v=j6muwUGdvXw
16,,Bekhayali,Sachet Tandon,2,26628729,,https://www.youtube.com/watch?v=VOLKJJvfAbg
17,60,Tujhe Kitna Chahne Lage,Mithoon & Arijit Singh,4,26284755,94.6%,https://www.youtube.com/watch?v=AgX2II9si7w
18,,MEGATRON,Nicki Minaj,1,25703988,,https://www.youtube.com/watch?v=C3a1sz2Bp_E
19,18,Boy With Luv (feat. Halsey),BTS,11,24517405,2.4%,https://www.youtube.com/watch?v=XsX3ATc3FbA
20,19,Lily (Rock Version),"Alan Walker, Emelie Hollow & K-391",16,23506472,-1.4%,https://www.youtube.com/watch?v=kTJbE3sfvlI
21,16,Tal Vez,Paulo Londra,12,22288048,-13.4%,https://www.youtube.com/watch?v=NPpELzyP4rw
22,28,Without Me,Halsey,35,21963795,3.1%,https://www.youtube.com/watch?v=ZAfAud_M_mg
23,20,"Pa Mi (Remix) (feat. Sech, Rafa Pabön, Cazzu, Feid, Khea & Lenny Tavarez)",Dalex,18,21924150,-6.4%,https://www.youtube.com/watch?v=rm8krFiAJBw
24,22,SHALLOW,Dawid Kwiatkowski & Maryla Rodowicz,39,21468318,-6.6%,https://www.youtube.com/watch?v=aZsYZpVCNjg
25,4,You Need To Calm Down,Taylor Swift,2,21449257,-63.5%,https://www.youtube.com/watch?v=Dkk9gvTmCXY
26,11,Te Robaré,Nicky Jam & Ozuna,12,21161846,-41.2%,https://www.youtube.com/watch?v=aA_kuFTV-P8
27,21,Aankh Marey,"Neha Kakkar, Mika Singh & Kumar Sanu",29,20893071,-9.9%,https://www.youtube.com/watch?v=_KhQT-LGb-4
28,15,11 PM,Maluma,6,20874194,-22.4%,https://www.youtube.com/watch?v=IBaSizQyC5g
29,26,7 rings,Ariana Grande,23,20797469,-3.9%,https://www.youtube.com/watch?v=QYh6mYIJG2Y
30,30,Dheeme Dheeme (feat. Neha Sharma),Tony Kakkar,6,20721124,-2.1%,https://www.youtube.com/watch?v=9mWdw-09dso
31,,Tu No Amas,"Anuel AA, Karol G, Arcangel, DJ Luian & Mambo Kingz",1,20456910,,https://www.youtube.com/watch?v=kxj3ft_o-vs
32,29,HP,Maluma,17,20059550,-5.2%,https://www.youtube.com/watch?v=iMEhjsiHbwM
