Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Señorita,Shawn Mendes & Camila Cabello,2,103824015,-22.4%,https://www.youtube.com/watch?v=Pkh8UtuejGw
2,2,Old Town Road (feat. Billy Ray Cyrus),Lil Nas X,15,79653267,2.1%,https://www.youtube.com/watch?v=w2Ov5jzm3j8
3,3,Con Calma (Remix) (feat. Snow),Daddy Yankee & Katy Perry,23,57630814,-2.7%,https://www.youtube.com/watch?v=lmCEZhb-z-Q
4,5,Con Altura (feat. El Guincho),Rosalía & J Balvin,14,51588339,8.4%,https://www.youtube.com/watch?v=p7bfOZek9t4
5,4,Otro Trago (feat. Darell),Sech,11,48996610,-13.5%,https://www.youtube.com/watch?v=t_qn-f7XfJo
6,8,No Me Conoce (Remix),"Jhay cortez, J Balvin & Bad Bunny",7,47772126,9.7%,https://www.youtube.com/watch?v=w2C6RhQBYlg
7,,HÃY TRAO CHO ANH (feat. Snoop Dogg),Sơn Tùng M-TP,1,47026574,,https://www.youtube.com/watch?v=knW7-x7Y7RE
8,12,bad guy,Billie Eilish,14,42653211,4.2%,https://www.youtube.com/watch?v=DyDfgMOUjCI
9,9,Kill This Love,BLACKPINK,14,41586824,-3.4%,https://www.youtube.com/watch?v=2S24-y0Ij3Y
10,10,SOLTERA (feat. Chris Jeday & Gaby Music),Lunay,11,39735051,-3.9%,https://www.youtube.com/watch?v=YZxmoOvqWek
11,6,Runaway (feat. Jonas Brothers),"Sebastián Yatra, Daddy Yankee & Natti Natasha",2,32770773,-29.9%,https://www.youtube.com/watch?v=FjIfxEXOcxo
12,11,Callaíta,Bad Bunny,5,32600339,-20.9%,https://www.youtube.com/watch?v=acEOASYioGY
13,17,Tujhe Kitna Chahne Lage,Mithoon & Arijit Singh,5,32345141,23.1%,https://www.youtube.com/watch?v=AgX2II9si7w
14,7,I Don't Care,Ed Sheeran & Justin Bieber,8,31095264,-30.1%,https://www.youtube.com/watch?v=y83x7MgzWOA
15,13,Calma (Remix),"Pedro Capó, Alan Walker & Farruko",36,30837166,-7.2%,https://www.youtube.com/watch?v=YS2RmyES-GU
16,16,Bekhayali,Sachet Tandon,3,28077534,5.4%,https://www.youtube.com/watch?v=VOLKJJvfAbg
17,52,Tera Ban Jaunga,Akhil Sachdeva &  Tulsi Kumar,3,26405308,73.2%,https://www.youtube.com/watch?v=avVg3pLj_Po
18,28,11 PM,Maluma,7,26387474,26.4%,https://www.youtube.com/watch?v=IBaSizQyC5g
19,,Beautiful People (feat. Khalid),Ed Sheeran,1,25867777,,https://www.youtube.com/watch?v=mj0XInqZMHY
20,14,Cúrame,Prince Royce & Manuel Turizo,3,25407888,-12.1%,https://www.youtube.com/watch?v=8DdKe4bPELU
21,15,Ve Maahi,Arijit Singh & Asees Kaur,15,25139998,-8.8%,https://www.youtube.com/watch?v=j6muwUGdvXw
22,30,Dheeme Dheeme (feat. Neha Sharma),Tony Kakkar,7,24008841,15.9%,https://www.youtube.com/watch?v=9mWdw-09dso
23,20,Lily (Rock Version),"Alan Walker, Emelie Hollow & K-391",17,22493716,-4.3%,https://www.youtube.com/watch?v=kTJbE3sfvlI
24,29,7 rings,Ariana Grande,24,21635326,4%,https://www.youtube.com/watch?v=QYh6mYIJG2Y
25,22,Without Me,Halsey,36,21439782,-2.4%,https://www.youtube.com/watch?v=ZAfAud_M_mg
26,24,SHALLOW,Dawid Kwiatkowski & Maryla Rodowicz,40,20763152,-3.3%,https://www.youtube.com/watch?v=aZsYZpVCNjg
27,21,Tal Vez,Paulo Londra,13,20532972,-7.9%,https://www.youtube.com/watch?v=NPpELzyP4rw
28,38,Sunflower,Post Malone & Swae Lee,37,20275140,7.4%,https://www.youtube.com/watch?v=ApXoWvfEYVU
29,33,Taki Taki,DJ Snake,40,20091029,0.5%,https://www.youtube.com/watch?v=ixkoVwKQaJg
30,19,Boy With Luv (feat. Halsey),BTS,12,19980561,-18.5%,https://www.youtube.com/watch?v=XsX3ATc3FbA
31,,Si Supieras,Daddy Yankee & Wisin & Yandel,1,19849497,,https://www.youtube.com/watch?v=av2yfDokA6k
32,40,On My Way,"Alan Walker, Sabrina Carpenter & Farruko",15,19804404,5.4%,https://www.youtube.com/watch?v=dhYOPzcsbGM
33,32,HP,Maluma,18,19547530,-2.6%,https://www.youtube.com/watch?v=iMEhjsiHbwM
34,27,Aankh Marey,"Neha Kakkar, Mika Singh & Kumar Sanu",30,19246741,-7.9%,https://www.youtube.com/watch?v=_KhQT-LGb-4
35,,Koka,"Jasbir Jassi, Badshah & Dhvani Bhanushali",1,18846567,,https://www.youtube.com/watch?v=UXf-jaznx80
36,26,Te Robaré,Nicky Jam & Ozuna,13,18679865,-11.7%,https://www.youtube.com/watch?v=aA_kuFTV-P8
37,23,"Pa Mi (Remix) (feat. Sech, Rafa Pabön, Cazzu, Feid, Khea & Lenny Tavarez)",Dalex,19,18443823,-15.9%,https://www.youtube.com/watch?v=rm8krFiAJBw
38,,Cambio,Ozuna & Anuel AA,1,18308823,,https://www.youtube.com/watch?v=3cE7pYWCZpw
39,36,"Cuaderno (feat. Nicky Jam, Sech, Justin Quiles, Feid, Lenny Tavarez & Rafa Pabön)",Dalex,8,17854811,-8.6%,https://www.youtube.com/watch?v=_WmvVJ43RoM
40,35,Vaaste,Dhvani Bhanushali & Nikhil D'Souza,13,17793959,-9.3%,https://www.youtube.com/watch?v=BBAyRBTfsOU
41,37,Dame Tu Cosita (feat. Cutty Ranks),"Pitbull, El Chombo & Karol G",26,17181265,-10.1%,https://www.youtube.com/watch?v=FMN3AtsXqA0
42,,Calma (Remix),"Pedro Capó, Alan Walker & Farruko",1,16975158,,https://www.youtube.com/watch?v=YS2RmyES-GU
43,,QUE PRETENDES,J Balvin & Bad Bunny,1,16955901,,https://www.youtube.com/watch?v=kPc3Pe42bGI
44,47,Ocean,KAROL G,9,16713061,1%,https://www.youtube.com/watch?v=gyY5Z0TUWRY
45,46,Zemër (feat. Soolking),Dhurata Dora,11,16564734,-2.3%,https://www.youtube.com/watch?v=GCpvmHi1gxU
46,85,Te Soñé de Nuevo,Ozuna,3,16019350,68.2%,https://www.youtube.com/watch?v=eKaD_-Tl544
47,,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK,45,15987247,,https://www.youtube.com/watch?v=IHNzOHi8sJs
48,,Happier (feat. Bastille),Marshmello,41,15924854,,https://www.youtube.com/watch?v=m7Bc3pLyij0
49,44,Si Se Da,Myke Towers & Farruko,18,15800039,-7.9%,https://www.youtube.com/watch?v=LXjRV-oSD1U
50,49,Aullando,Wisin & Yandel & Romeo Santos,19,15313583,-3.2%,https://www.youtube.com/watch?v=-n9krkSb-ug
51,39,سر الحياه,Aseel Hamim,3,15268403,-19.1%,https://www.youtube.com/watch?v=uVxij4NespQ
52,42,Talk,"Khalid, Megan Thee Stallion & Yo Gotti",13,14883016,-19.5%,https://www.youtube.com/watch?v=hE2Ira-Cwxo
53,,Por Eso Vine,Paulo Londra,1,14442226,,https://www.youtube.com/watch?v=Bd9R1pFlOhQ
54,,lovely,Billie Eilish & Khalid,25,14196342,,https://www.youtube.com/watch?v=V1Pl8CzNzCw
55,48,Ritual,"Tiësto, Jonas Blue & Rita Ora",2,13879722,-15.6%,https://www.youtube.com/watch?v=ontU9cOg354
56,,When I Grow Up,NF,1,13770222,,https://www.youtube.com/watch?v=lxRwEPvL-mQ
