Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,DANCE MONKEY,Tones and I,27,96079616,15.2%,https://www.youtube.com/watch?v=q0hyYWKXF0Q
2,7,Safaera,Bad Bunny,3,50807166,51.9%,https://www.youtube.com/watch?v=jCQ_6XbATPc
3,,Uno,Little Big,1,49859730,,https://www.youtube.com/watch?v=L_dWvTCdDQ4
4,2,Tusa,KAROL G & Nicki Minaj,19,48527264,-1.9%,https://www.youtube.com/watch?v=tbneQDc2H3I
5,3,The Box,Roddy Ricch,12,46263448,3.3%,https://www.youtube.com/watch?v=UNZqm3dxd2w
6,4,Godzilla (feat. Juice WRLD),Eminem,9,41871446,2.1%,https://www.youtube.com/watch?v=r_0JjYUe5jo
7,5,Si Veo a Tu Mamá,Bad Bunny,3,37661360,-4.2%,https://www.youtube.com/watch?v=CPK_IdHe1Yg
8,23,WANNABE,ITZY,2,35555459,51.5%,https://www.youtube.com/watch?v=fE2h3lGlOsk
9,14,ON,BTS,4,31905630,18.9%,https://www.youtube.com/watch?v=mPVDGOVjRQ0
10,8,Sigues Con Él,Arcangel & Sech,14,31107542,-3.7%,https://www.youtube.com/watch?v=VRUjdlCynU0
11,12,Life Is Good (feat. Drake),FUTURE,9,29938030,4.4%,https://www.youtube.com/watch?v=l0U7SxXHkPY
12,6,عود البطل,Hassan Shakosh & Omar Kamal,2,29372287,-13.3%,https://www.youtube.com/watch?v=DH6D7KwB_I8
13,10,Shaitan Ka Saala (feat. Vishal Dadlani),Sohail Sen,24,27933493,-5.2%,https://www.youtube.com/watch?v=HDhDY-ympFk
14,11,Yummy,Justin Bieber,11,27801668,-5%,https://www.youtube.com/watch?v=8EJ3zbKTWQ8
15,15,Señorita,Shawn Mendes & Camila Cabello,39,27716736,6.1%,https://www.youtube.com/watch?v=Pkh8UtuejGw
16,20,Say So,Doja Cat,7,27198556,10.3%,https://www.youtube.com/watch?v=pok8H_KF1FA
17,17,Don't Start Now,Dua Lipa,20,26672021,3.8%,https://www.youtube.com/watch?v=oygrmJFKYZY
18,21,Falling,Trevor Daniel,17,26342871,8.7%,https://www.youtube.com/watch?v=L7mfjvdnPno
19,9,Moto,Diler Kharkiya,9,26108617,-15.1%,https://www.youtube.com/watch?v=tJGBVigwPlU
20,19,Blinding Lights,The Weeknd,13,25631771,3.5%,https://www.youtube.com/watch?v=4NRXx6U8ABQ
21,16,Illegal Weapon 2.0,Jasmine Sandlas & Garry Sandhu,11,24078567,-7.6%,https://www.youtube.com/watch?v=GOkJguI8kYc
22,24,Diosa (Remix),"Myke Towers, Anuel AA & Natti Natasha",6,22915294,0.6%,https://www.youtube.com/watch?v=2_f5Os7mKqM
23,33,PuttaBombe,--,8,21137132,7.7%,https://www.youtube.com/watch?v=8LZ2loz71Sw
24,40,Someone You Loved,Lewis Capaldi,2,21071981,13.4%,https://www.youtube.com/watch?v=zABLecsR5UE
25,32,China,"Anuel AA, KAROL G, Daddy Yankee, J Balvin & Ozuna",35,20711623,3.5%,https://www.youtube.com/watch?v=0VR3dfZf9Yg
26,34,Old Town Road (feat. Billy Ray Cyrus),Lil Nas X,52,20708314,7.3%,https://www.youtube.com/watch?v=r7qovpFAGrQ
27,26,Tum Hi Aana,Jubin Nautiyal,24,20580981,-2.7%,https://www.youtube.com/watch?v=VFTSW817JlI
28,22,Goa Beach (feat. Neha Kakkar),Tony Kakkar,6,20522212,-13.5%,https://www.youtube.com/watch?v=n5WnMJ0J6qA
29,25,Muqabla,Yash Narvekar & Sachet-Parampara,12,20245309,-5.7%,https://www.youtube.com/watch?v=l75z7FrYRXI
30,29,Hola (Remix) (feat. Juhn & Dimelo Flow),"Dalex, Lenny Tavárez & Chencho Corleone",20,20036054,-3.9%,https://www.youtube.com/watch?v=nlXqp3FVrq8
31,36,Memories,Maroon 5,24,19115784,-0.6%,https://www.youtube.com/watch?v=SlPhMPnQ58k
32,43,ROXANNE,Arizona Zervas,17,19009206,4.3%,https://www.youtube.com/watch?v=16YnOUnbE6s
