Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,2,Dynamite,BTS,3,103034510,-9%,https://www.youtube.com/watch?v=gdZLi9oWNZg
2,1,Ice Cream,BLACKPINK & Selena Gomez,2,97629123,-54.7%,https://www.youtube.com/watch?v=vRXZj0DzXIA
3,3,Hawái,Maluma,6,89896561,-4.5%,https://www.youtube.com/watch?v=pK060iUFWXg
4,5,WAP (feat. Megan Thee Stallion),Cardi B,5,60876888,-0.2%,https://www.youtube.com/watch?v=hsm4poTWjMs
5,4,How You Like That,BLACKPINK,11,60455229,-17.1%,https://www.youtube.com/watch?v=ioNng23DkIM
6,44,Relación (Remix),"Sech, Daddy Yankee, J Balvin, Rosalía & Farruko",17,43079310,246.6%,https://www.youtube.com/watch?v=XseIJg8Vyj0
7,6,Caramelo (Remix),"KAROL G, Myke Towers & Ozuna",13,41405044,0.5%,https://www.youtube.com/watch?v=KilybZma5vY
8,10,La Jeepeta (Remix),"Nio Garcia, Brray, Juanka, Anuel AA & Myke Towers",20,38061187,13.5%,https://www.youtube.com/watch?v=yErttA9tEro
9,7,"Ay, DiOs Mío!",KAROL G,9,35508513,-6.8%,https://www.youtube.com/watch?v=Ou2c2aj5Fcw
10,,TUTU,6ix9ine,1,34691832,,https://www.youtube.com/watch?v=jV1v2Cy1w30
11,12,Feelings,Sumit Goswami,8,32723039,1.6%,https://www.youtube.com/watch?v=AZmAgoir1Tc
12,16,Life Is Good (feat. Drake),FUTURE,34,32449251,21.4%,https://www.youtube.com/watch?v=l0U7SxXHkPY
13,14,Savage Love (Karaoke),"Jawsh 685, Jason Derulo & Sing King",13,32237778,0.8%,https://www.youtube.com/watch?v=gUci-tsiU4I
14,8,Agua,Tainy & J Balvin,9,31920610,-12.8%,https://www.youtube.com/watch?v=QLz9VaksClg
15,13,بالبنط العريض,Hussain Al Jassmi,3,31491924,-1.8%,https://www.youtube.com/watch?v=M3sxUE4eIac
16,11,DANCE MONKEY,Tones and I,52,31286018,-3%,https://www.youtube.com/watch?v=q0hyYWKXF0Q
17,9,Tattoo (Remix),Rauw Alejandro & Camilo,27,31142178,-11.6%,https://www.youtube.com/watch?v=wJT-YKmlWJc
18,15,La Curiosidad,"Jay Wheeler, DJ Nelson & Myke Towers",11,27331697,-0.8%,https://www.youtube.com/watch?v=Q_gIYp078so
19,18,Khairiyat,Arijit Singh,13,25748727,3.1%,https://www.youtube.com/watch?v=hoNb6HuNmU0
20,30,Dil Tod Ke (feat. B Praak),Rochak Kohli,8,24268948,43.3%,https://www.youtube.com/watch?v=ZTBwxy4wsBQ
21,17,Oh Juliana,Niack,9,23823345,-7.7%,https://www.youtube.com/watch?v=Tun92VU2OkU
22,19,Blinding Lights,The Weeknd,38,23653839,0%,https://www.youtube.com/watch?v=4NRXx6U8ABQ
23,20,Mi Cuarto,Jerry Di,5,21076667,-2.5%,https://www.youtube.com/watch?v=KuDP3cEbcTo
