Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Señorita,Shawn Mendes & Camila Cabello,18,50459765,-9.7%,https://www.youtube.com/watch?v=Pkh8UtuejGw
2,44,RITMO (Bad Boys for Life),Black Eyed Peas & J Balvin,2,42562916,196.3%,https://www.youtube.com/watch?v=EzKkl64rRbM
3,2,China,"Anuel AA, KAROL G, Daddy Yankee, J Balvin & Ozuna",14,38783210,-11.5%,https://www.youtube.com/watch?v=0VR3dfZf9Yg
4,6,DANCE MONKEY,Tones and I,6,38470716,9.6%,https://www.youtube.com/watch?v=q0hyYWKXF0Q
5,20,Tum Hi Aana,Jubin Nautiyal,3,32814642,54.1%,https://www.youtube.com/watch?v=VFTSW817JlI
6,4,Old Town Road (feat. Billy Ray Cyrus),Lil Nas X,31,32777270,-7.8%,https://www.youtube.com/watch?v=r7qovpFAGrQ
7,7,Tutu,Camilo & Pedro Capó,11,32201746,-4.4%,https://www.youtube.com/watch?v=5AkDqm-cEgg
8,3,Adicto,"Tainy, Anuel AA & Ozuna",9,31790828,-17.6%,https://www.youtube.com/watch?v=58u-zkDLNPg
9,5,Memories,Maroon 5,3,28570201,-19.3%,https://www.youtube.com/watch?v=SlPhMPnQ58k
10,11,Lehanga,Jass Manak,13,28336408,0.4%,https://www.youtube.com/watch?v=RKioDWlajvo
11,10,No Me Conoce (Remix),"Jhay Cortez, J Balvin & Bad Bunny",23,27802231,-2.7%,https://www.youtube.com/watch?v=w2C6RhQBYlg
12,,Make It Right (feat. Lauv),BTS,1,26800148,,https://www.youtube.com/watch?v=eXBu09fwe3I
13,9,Con Altura (feat. El Guincho),Rosalía & J Balvin,30,26230071,-12.9%,https://www.youtube.com/watch?v=p7bfOZek9t4
14,8,Pachtaoge,Arijit Singh,9,25032695,-19.5%,https://www.youtube.com/watch?v=PVxc5mIHVuQ
15,13,O Saki Saki,"Neha Kakkar,  Tulsi Kumar & B Praak",14,24090483,-4.5%,https://www.youtube.com/watch?v=_uUdJalMaF8
16,15,LA CANCIÓN,J Balvin & Bad Bunny,17,23607801,-3.1%,https://www.youtube.com/watch?v=LxOTsiV4tkQ
17,16,Con Calma (feat. Snow),Daddy Yankee & SNoW,39,23406929,0.6%,https://www.youtube.com/watch?v=DiItGE3eAyQ
18,14,Oye,TINI & Sebastián Yatra,2,23348240,-5.2%,https://www.youtube.com/watch?v=azfKhDMIrZo
19,,Que Tire Pa' 'Lante,Daddy Yankee,1,22930605,,https://www.youtube.com/watch?v=fAgvmh1jaCE
20,42,Shaitan Ka Saala (feat. Vishal Dadlani),Sohail Sen,3,22926040,54.7%,https://www.youtube.com/watch?v=HDhDY-ympFk
21,25,Calma (Remix),Pedro Capó & Farruko,52,19844520,-1.6%,https://www.youtube.com/watch?v=1_zgKRBrT0Y
22,22,Callaíta,Bad Bunny & Tainy,21,19542320,-5.9%,https://www.youtube.com/watch?v=acEOASYioGY
23,23,Someone You Loved (Live),Lewis Capaldi,22,19007144,-7.6%,https://www.youtube.com/watch?v=zABLecsR5UE
24,19,Otro trago (feat. Darell),Sech,27,18962560,-13%,https://www.youtube.com/watch?v=t_qn-f7XfJo
25,24,bad guy,Billie Eilish,30,18804365,-6.8%,https://www.youtube.com/watch?v=DyDfgMOUjCI
26,34,8 Parche (feat. Gur Sidhu),Baani Sandhu,5,18745877,8.4%,https://www.youtube.com/watch?v=8WWv5_k8D14
27,,Ocean,KAROL G,22,18504426,,https://www.youtube.com/watch?v=gyY5Z0TUWRY
28,32,Kill This Love,BLACKPINK,30,18463032,3.2%,https://www.youtube.com/watch?v=2S24-y0Ij3Y
29,17,HIGHEST IN THE ROOM,Travis Scott,3,17116813,-26.3%,https://www.youtube.com/watch?v=tfSS1e3kYeo
30,30,Lalala,Y2K & bbno$,9,16509283,-7.9%,https://www.youtube.com/watch?v=N2Y2vQ-1m7M
31,41,Without Me,Halsey,51,16484516,10.8%,https://www.youtube.com/watch?v=ZAfAud_M_mg
32,54,MALA SANTA,Becky G,2,16231452,20%,https://www.youtube.com/watch?v=w2Ro8cgsmss
33,39,SOLTERA (feat. Chris Jeday & Gaby Music),Lunay,27,16214989,7.1%,https://www.youtube.com/watch?v=YZxmoOvqWek
34,45,Circles,Post Malone,8,15681456,10.5%,https://www.youtube.com/watch?v=wXhTHyIgQ_U
35,31,Jai Jai Shivshankar (Vishal Dadlani & Benny Dayal),Vishal Dadlani & Benny Dayal,4,14940076,-16.6%,https://www.youtube.com/watch?v=0kfLTq57_Y0
36,,Bonita,Juanes & Sebastián Yatra,1,14881630,,https://www.youtube.com/watch?v=YROfN6pUS08
37,35,Feel Special,TWICE,5,14790707,-8.6%,https://www.youtube.com/watch?v=3ymwOvzhwHs
38,46,YES,"Fat Joe, Cardi B & Anuel AA",3,14586749,4%,https://www.youtube.com/watch?v=mwwvOwhNF6M
39,12,Ek Toh Kum Zindagani,"Tanishk Bagchi, Neha Kakkar & Yash Narvekar",2,14507609,-47%,https://www.youtube.com/watch?v=a39rulFFJlM
40,29,"Yo x Ti, Tu x Mi",Rosalía & Ozuna,10,14478525,-21.9%,https://www.youtube.com/watch?v=2j3x0VYnehg
41,36,Si Se Da,Myke Towers & Farruko,32,14029907,-13.2%,https://www.youtube.com/watch?v=LXjRV-oSD1U
42,49,It's You,Ali Gatie,15,14026391,1%,https://www.youtube.com/watch?v=F-cO2CMue4Q
43,56,Surtada (Remix) (feat. OIK),Dadá Boladão & Tati Zaqui,2,14023003,4.2%,https://www.youtube.com/watch?v=vhPhZbO7OXE
44,55,Samajavaragamana,Sid Sriram,4,13927782,3.3%,https://www.youtube.com/watch?v=OCg6BWlAXSw
45,21,"10,000 Hours",Dan + Shay & Justin Bieber,3,13893542,-33.9%,https://www.youtube.com/watch?v=Y2E71oe0aSM
46,27,la mejor versión de mi no la conociste tú,Natti Natasha & Romeo Santos,3,13739403,-28.3%,https://www.youtube.com/watch?v=R9rVapGCf2c
47,28,Indian Panini,Lil Nas X,8,13721873,-27.3%,https://www.youtube.com/watch?v=bXcSLI58-h8
48,,"BOTA FUEGO (feat. Dimelo Flow, Justin Quiles & Lenny Tavárez)","Mau y Ricky, Nicky Jam & Dalex",1,13638352,,https://www.youtube.com/watch?v=gUvLaGjM7us
49,37,Bandit (feat. Youngboy Never Broke Again),Juice WRLD,3,13334635,-14.6%,https://www.youtube.com/watch?v=Sw5fNI400E4
50,52,Tera Ban Jaunga,Akhil Sachdeva &  Tulsi Kumar,19,13091537,-3.9%,https://www.youtube.com/watch?v=avVg3pLj_Po
51,33,Queen of Mean,Sarah Jeffery,10,12879219,-26%,https://www.youtube.com/watch?v=r9o1QS-itsU
52,48,Psycho Saiyaan,"Tanishk Bagchi, Dhvani Bhanushali & Sachet-Parampara",16,12796485,-7.9%,https://www.youtube.com/watch?v=G81Ospnlctw
