Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Shape of You,Ed Sheeran,13,154432895,0.8%,https://www.youtube.com/watch?v=JGwWNGJdvx8
2,2,Despacito,Luis Fonsi & Daddy Yankee,12,107352001,6.3%,https://www.youtube.com/watch?v=kJQP7kiw5Fk
3,3,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,21,59127066,5%,https://www.youtube.com/watch?v=papuvlVeZg8
4,4,Chantaje (feat. Maluma),Shakira,23,51584788,0.4%,https://www.youtube.com/watch?v=6Mgqbai3fKo
5,6,That's What I Like,Bruno Mars,4,46508229,11.1%,https://www.youtube.com/watch?v=PMivT7MJ41M
6,5,Closer (feat. Halsey),The Chainsmokers,36,46440247,2.2%,https://www.youtube.com/watch?v=0zGcUoRlhmw
7,7,Reggaetón Lento (Bailemos),CNCO,20,38754264,6.2%,https://www.youtube.com/watch?v=7jpqqBX-Myw
8,10,El Amante,Nicky Jam,12,34258654,6.1%,https://www.youtube.com/watch?v=YG2p6XBuSKA
9,15,SUBEME LA RADIO (feat. Descemer Bueno & Zion y Lennox),Enrique Iglesias,6,34238908,19.8%,https://www.youtube.com/watch?v=9sg-A-eS6Ig
10,8,Starboy (feat. Daft Punk),The Weeknd,28,33523478,2.5%,https://www.youtube.com/watch?v=34Na4j8AVgA
11,,HUMBLE.,Kendrick Lamar,1,32694845,,https://www.youtube.com/watch?v=tvTRZJ-4EyI
12,11,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,37,32615931,2.8%,https://www.youtube.com/watch?v=3AtDnEC4zak
13,16,See You Again (feat. Charlie Puth),Wiz Khalifa,59,32512272,13.9%,https://www.youtube.com/watch?v=RgKAFK5djSk
14,12,Something Just Like This (The Chainsmokers & Coldplay),The Chainsmokers,7,31948642,2.6%,https://www.youtube.com/watch?v=FM7MFYoylVs
15,14,Vente Pa' Ca (feat. Maluma),Ricky Martin,28,30268287,5.7%,https://www.youtube.com/watch?v=iOe6dI2JhgU
16,13,GANGNAM STYLE (강남스타일),PSY,59,29755256,3.3%,https://www.youtube.com/watch?v=9bZkp7q19f0
17,70,O Grave Bater,MC Kevinho,2,29491918,115.8%,https://www.youtube.com/watch?v=-PH4S7IPQxU
18,17,It Ain't Me,Kygo & Selena Gomez,7,26762299,2.1%,https://www.youtube.com/watch?v=u3VTKvdAuIY
19,18,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,3,25403316,-0.7%,https://www.youtube.com/watch?v=NGLxoKOvzu4
20,22,This Is What You Came For (feat. Rihanna),Calvin Harris,49,25026605,6.1%,https://www.youtube.com/watch?v=kOkQ4T5WO9E
21,19,Uptown Funk (feat. Bruno Mars),Mark Ronson,59,24786366,-1.5%,https://www.youtube.com/watch?v=OPf0YbXqDm0
22,26,Sorry,Justin Bieber,59,23884772,10.5%,https://www.youtube.com/watch?v=fRh_vgS2dFE
23,23,Treat You Better,Shawn Mendes,38,23128086,1.7%,https://www.youtube.com/watch?v=lY2yjAdbvdQ
24,21,Chained to the Rhythm (feat. Skip Marley),Katy Perry,8,22749064,-5.1%,https://www.youtube.com/watch?v=Um7pMggPnug
25,30,Sin Contrato,Maluma,32,22157057,8.3%,https://www.youtube.com/watch?v=9xByMBYDRmY
