Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Girls Like You (feat. Cardi B),Maroon 5,19,54203537,-0.2%,https://www.youtube.com/watch?v=aJOTlE1K90k
2,,Venom,Eminem,1,53030855,,https://www.youtube.com/watch?v=8CdcCD5V-d8
3,15,Taki Taki,DJ Snake,2,49274069,93.6%,https://www.youtube.com/watch?v=ixkoVwKQaJg
4,13,Vaina Loca,Ozuna & Manuel Turizo,15,33992556,19.9%,https://www.youtube.com/watch?v=bx-fuY7LpSU
5,5,BEBE (feat. Anuel AA),6ix9ine,6,32221515,-3.2%,https://www.youtube.com/watch?v=ycV6cnK3SIs
6,4,Culpables,Karol G & Anuel AA,4,32093583,-5.1%,https://www.youtube.com/watch?v=xfdG6vwIGGU
7,18,I Like It,"Cardi B, Bad Bunny & J Balvin",26,31113568,33.4%,https://www.youtube.com/watch?v=xTlNMmZKwpA
8,,STOOPID (feat. Bobby Shmurda),6ix9ine,1,30914690,,https://www.youtube.com/watch?v=VDa5iGiPgGs
9,2,Sin Pijama,Becky G & Natti Natasha,17,30238206,-20.3%,https://www.youtube.com/watch?v=zEf423kYfqk
10,9,Dilbar,"Neha Kakkar, Dhvani Bhanushali & Ikka Singh",15,28893933,-4%,https://www.youtube.com/watch?v=JFcgOboQZ08
11,14,DDU-DU DDU-DU (뚜두뚜두),BLACKPINK,16,27613531,2.7%,https://www.youtube.com/watch?v=IHNzOHi8sJs
12,6,I Love It (feat. Adele Givens),Kanye West & Lil Pump,5,27587130,-15.8%,https://www.youtube.com/watch?v=cwQgjq0mCdE
13,7,Dekhte Dekhte,Atif Aslam,6,27272378,-13.7%,https://www.youtube.com/watch?v=jBQpGiubj0c
14,3,MOONLIGHT,XXXTENTACION,6,27003302,-28.3%,https://www.youtube.com/watch?v=GX8Hg6kWQYI
15,8,FEFE,"6ix9ine, Nicki Minaj & Murda Beatz",12,26463150,-14.3%,https://www.youtube.com/watch?v=V_MXGdSBbAI
16,16,Vuelve,Sebastián Yatra & Beret,2,24275307,-3.4%,https://www.youtube.com/watch?v=dNa5gs24gis
17,10,Te Boté (Remix),"Casper Magico, Nio Garcia, Darell, Nicky Jam, Bad Bunny & Ozuna",27,23897710,-19.5%,https://www.youtube.com/watch?v=9jI-z9QN6g8
18,11,No Me Acuerdo,Thalía & Natti Natasha,19,23617625,-20.2%,https://www.youtube.com/watch?v=iQEVguV71sI
19,17,Dame Tu Cosita (feat. Cutty Ranks),"Pitbull, El Chombo & Karol G",6,23457339,-5.5%,https://www.youtube.com/watch?v=FMN3AtsXqA0
20,29,Happier (feat. Bastille),Marshmello,4,23015256,16.7%,https://www.youtube.com/watch?v=m7Bc3pLyij0
21,26,Lucid Dreams,Juice WRLD,21,22870513,12.3%,https://www.youtube.com/watch?v=mzB1VGEGcSU
