Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,2,How You Like That,BLACKPINK,8,69844826,-5.9%,https://www.youtube.com/watch?v=ioNng23DkIM
2,1,WAP (feat. Megan Thee Stallion),Cardi B,2,59963439,-42.8%,https://www.youtube.com/watch?v=hsm4poTWjMs
3,3,Agua,Tainy & J Balvin,6,50007233,-4.8%,https://www.youtube.com/watch?v=QLz9VaksClg
4,,Laugh Now Cry Later (feat. Lil Durk),Drake,1,42081385,,https://www.youtube.com/watch?v=JFm7YDVlqnI
5,4,Tattoo (Remix),Rauw Alejandro & Camilo,24,41639261,-5.5%,https://www.youtube.com/watch?v=wJT-YKmlWJc
6,5,Savage Love (Karaoke),"Jawsh 685, Jason Derulo & Sing King",10,37864808,-3.2%,https://www.youtube.com/watch?v=gUci-tsiU4I
7,6,La Jeepeta (Remix),"Nio Garcia, Brray, Juanka, Anuel AA & Myke Towers",17,36325193,-5.1%,https://www.youtube.com/watch?v=yErttA9tEro
8,10,"Ay, DiOs Mío!",KAROL G,6,35855018,23.4%,https://www.youtube.com/watch?v=Ou2c2aj5Fcw
9,9,Feelings,Sumit Goswami,5,35714491,7.4%,https://www.youtube.com/watch?v=AZmAgoir1Tc
10,7,DANCE MONKEY,Tones and I,49,34880639,-1.6%,https://www.youtube.com/watch?v=q0hyYWKXF0Q
11,8,Life Is Good (feat. Drake),FUTURE,31,32505761,-6.4%,https://www.youtube.com/watch?v=l0U7SxXHkPY
12,,Not Shy,ITZY,1,28885680,,https://www.youtube.com/watch?v=wTowEKjDGkU
13,11,Oh Juliana,Niack,6,28714484,1.5%,https://www.youtube.com/watch?v=Tun92VU2OkU
14,13,Khairiyat,Arijit Singh,10,23068716,-4.5%,https://www.youtube.com/watch?v=hoNb6HuNmU0
15,15,La Curiosidad,"Jay Wheeler, DJ Nelson & Myke Towers",8,22762291,1.3%,https://www.youtube.com/watch?v=Q_gIYp078so
16,12,ROCKSTAR (feat. Roddy Ricch),DaBaby,17,22700490,-7.3%,https://www.youtube.com/watch?v=mxFstYSbBmc
17,31,Hawái,Maluma,3,22502356,41.2%,https://www.youtube.com/watch?v=pK060iUFWXg
18,16,Blinding Lights,The Weeknd,35,22351455,2.1%,https://www.youtube.com/watch?v=4NRXx6U8ABQ
19,,Kya Baat Aa (feat. Tania Cepoi),Karan Aujla,1,20285109,,https://www.youtube.com/watch?v=x-KbnJ9fvJc
20,19,Caramelo (Remix),"KAROL G, Myke Towers & Ozuna",10,20203518,6.2%,https://www.youtube.com/watch?v=KilybZma5vY
21,18,Mamichula,"Trueno, Nicki Nicole & Bizarrap",4,19775889,-1.5%,https://www.youtube.com/watch?v=NUteQQCMa_k
22,17,Djadja (feat. Maluma),Aya Nakamura,17,18825474,-11.6%,https://www.youtube.com/watch?v=_wRFdiBR8sg
23,21,Someone You Loved,Lewis Capaldi,45,18098236,0.3%,https://www.youtube.com/watch?v=zABLecsR5UE
