Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Butter,BTS,6,60396520,-23.9%,https://www.youtube.com/watch?v=WMweEpGlu_U
2,5,Paani Paani (feat. Jacqueline Fernandez),Badshah & Aastha Gill,3,55686519,32.1%,https://www.youtube.com/watch?v=nFjVlf2r9_Q
3,4,Baarish Ban Jaana,Payal Dev & Stebin Ben,4,54323977,21.3%,https://www.youtube.com/watch?v=KVh4KtUSW3A
4,2,Todo de Ti,Rauw Alejandro,6,51711977,-4.3%,https://www.youtube.com/watch?v=CFPLIaMpGrY
5,16,Pudina Ae Haseena,Pawan Singh & Anupama Yadav,4,46724827,64.2%,https://www.youtube.com/watch?v=iY3vrGP6XIE
6,3,नदी बिचे नईया डोले,Shilpi Raj,8,45794512,-2.7%,https://www.youtube.com/watch?v=BRQ-n5OYUuM
7,14,Beggin',Måneskin,3,40751720,41.2%,https://www.youtube.com/watch?v=ZWKpPDI1M-o
8,6,Poblado (Remix),"Crissin, -- & Natan & Shander",8,40540692,-3.7%,https://www.youtube.com/watch?v=s8hA0QRIwfo
9,7,Ram Pam Pam,Natti Natasha & Becky G,10,39636985,-4.2%,https://www.youtube.com/watch?v=_wE3hDN06Qg
10,8,Yonaguni,Bad Bunny,4,37489708,-4.8%,https://www.youtube.com/watch?v=doLMt10ytHY
11,,AM (Remix),"Nio Garcia, J Balvin & Bad Bunny",1,34648883,,https://www.youtube.com/watch?v=RNzQdcPWWX4
12,17,Qué Más Pues?,J Balvin & Maria Becerra,5,33171593,23.3%,https://www.youtube.com/watch?v=zisuhZqTeH4
13,9,MONTERO (Call Me By Your Name),Lil Nas X,14,30717071,-2.5%,https://www.youtube.com/watch?v=6swmTBVI83k
14,,Bad Habits,Ed Sheeran,1,29867530,,https://www.youtube.com/watch?v=orJSJGHjBLI
15,12,good 4 u,Olivia Rodrigo,7,29026706,-0.2%,https://www.youtube.com/watch?v=gNi_6U5Pm_o
