Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,3,Hawái,Maluma,7,83394832,-7.2%,https://www.youtube.com/watch?v=pK060iUFWXg
2,1,Dynamite,BTS,4,80498214,-21.9%,https://www.youtube.com/watch?v=gdZLi9oWNZg
3,2,Ice Cream,BLACKPINK & Selena Gomez,3,71327781,-26.9%,https://www.youtube.com/watch?v=vRXZj0DzXIA
4,4,WAP (feat. Megan Thee Stallion),Cardi B,6,57975989,-4.8%,https://www.youtube.com/watch?v=hsm4poTWjMs
5,5,How You Like That,BLACKPINK,12,55174409,-8.7%,https://www.youtube.com/watch?v=ioNng23DkIM
6,7,Caramelo (Remix),"KAROL G, Myke Towers & Ozuna",14,41683553,0.7%,https://www.youtube.com/watch?v=KilybZma5vY
7,6,Relación (Remix),"Sech, Daddy Yankee, J Balvin, Rosalía & Farruko",18,38174169,-11.4%,https://www.youtube.com/watch?v=XseIJg8Vyj0
8,9,"Ay, DiOs Mío!",KAROL G,10,33939742,-4.4%,https://www.youtube.com/watch?v=Ou2c2aj5Fcw
9,12,Life Is Good (feat. Drake),FUTURE,35,32821582,1.1%,https://www.youtube.com/watch?v=l0U7SxXHkPY
10,11,Feelings,Sumit Goswami,9,31730057,-3%,https://www.youtube.com/watch?v=AZmAgoir1Tc
11,8,La Jeepeta (Remix),"Nio Garcia, Brray, Juanka, Anuel AA & Myke Towers",21,31579079,-17%,https://www.youtube.com/watch?v=yErttA9tEro
12,13,Savage Love (Karaoke),"Jawsh 685, Jason Derulo & Sing King",14,30814410,-4.4%,https://www.youtube.com/watch?v=gUci-tsiU4I
13,14,Agua,Tainy & J Balvin,10,29124822,-8.8%,https://www.youtube.com/watch?v=QLz9VaksClg
14,15,بالبنط العريض,Hussain Al Jassmi,4,28794357,-8.6%,https://www.youtube.com/watch?v=M3sxUE4eIac
15,17,Tattoo (Remix),Rauw Alejandro & Camilo,28,27615837,-11.3%,https://www.youtube.com/watch?v=wJT-YKmlWJc
16,18,La Curiosidad,"Jay Wheeler, DJ Nelson & Myke Towers",12,25061159,-8.3%,https://www.youtube.com/watch?v=Q_gIYp078so
17,21,Oh Juliana,Niack,10,22320569,-6.3%,https://www.youtube.com/watch?v=Tun92VU2OkU
18,22,Blinding Lights,The Weeknd,39,22305360,-5.7%,https://www.youtube.com/watch?v=4NRXx6U8ABQ
19,,POPSTAR (feat. Drake),DJ Khaled,2,20830788,,https://www.youtube.com/watch?v=3CxtK7-XtE0
20,24,Jerusalema (feat. Nomcebo Zikode),Master KG,9,20338004,2%,https://www.youtube.com/watch?v=fCZVL_8D048
21,63,Chocolate (feat. Avneet Kaur 	),Tony Kakkar,2,19491530,87.9%,https://www.youtube.com/watch?v=HARdHQb1Li4
22,,Back Door,Stray Kids,1,19208435,,https://www.youtube.com/watch?v=X-uJtV8ScYk
23,19,Khairiyat,Arijit Singh,14,18853763,-26.8%,https://www.youtube.com/watch?v=hoNb6HuNmU0
24,23,Mi Cuarto,Jerry Di,6,18834212,-10.6%,https://www.youtube.com/watch?v=KuDP3cEbcTo
25,33,Heather,Conan Gray,5,18717382,19.4%,https://www.youtube.com/watch?v=24u3NoPvgMw
26,25,ROCKSTAR (feat. Roddy Ricch),DaBaby,21,18671228,-5.7%,https://www.youtube.com/watch?v=mxFstYSbBmc
27,20,Dil Tod Ke (feat. B Praak),Rochak Kohli,9,17605091,-27.5%,https://www.youtube.com/watch?v=ZTBwxy4wsBQ
28,29,Before You Go (Acoustic),Lewis Capaldi,22,17195657,-3.8%,https://www.youtube.com/watch?v=Jtauh8GcxBY
29,35,Bande Organisée,"SCH, Kofs, JUL, Naps, Soso Maness, Elams, Solda & Houari",4,16809194,9.9%,https://www.youtube.com/watch?v=-CVn3-3g_BI
30,30,Someone You Loved,Lewis Capaldi,49,16739832,-2.4%,https://www.youtube.com/watch?v=zABLecsR5UE
31,27,Not Shy,ITZY,5,16249194,-14.1%,https://www.youtube.com/watch?v=wTowEKjDGkU
32,26,Laugh Now Cry Later (feat. Lil Durk),Drake,5,15993418,-16%,https://www.youtube.com/watch?v=JFm7YDVlqnI
33,53,Mood (Live),24kGoldn & Iann Dior,3,15869536,33.1%,https://www.youtube.com/watch?v=juE5VES9af0
34,34,Tum Hi Aana,Jubin Nautiyal,49,15836729,3.4%,https://www.youtube.com/watch?v=VFTSW817JlI
35,28,Mamichula,"Trueno, Nicki Nicole & Bizarrap",8,15582679,-15.2%,https://www.youtube.com/watch?v=NUteQQCMa_k
36,,Se Te Nota,Lele Pons & Guaynaa,1,14850327,,https://www.youtube.com/watch?v=BHkxKmr4Ffg
37,41,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,7,14505830,8.7%,https://www.youtube.com/watch?v=Q9pjm4cNsfc
38,57,La Tóxica (Remix) (feat. Jay Wheeler & Tempo),"Farruko, Sech & Myke Towers",3,14491725,25.8%,https://www.youtube.com/watch?v=f3DSeEEz5ko
39,45,El Efecto,Rauw Alejandro & Chencho Corleone,24,14147967,9.3%,https://www.youtube.com/watch?v=vpD_EvXiGQ4
40,37,Djadja (feat. Maluma),Aya Nakamura,21,14111671,-5.4%,https://www.youtube.com/watch?v=_wRFdiBR8sg
41,10,TUTU,6ix9ine,2,13757506,-60.3%,https://www.youtube.com/watch?v=jV1v2Cy1w30
42,48,Romance Desapegado,Conde do Forró,4,13633859,10.2%,https://www.youtube.com/watch?v=MsL7_oRXFOw
43,39,PORFA (Remix),"Feid, Justin Quiles, J Balvin, Nicky Jam, Maluma & Sech",24,13507120,-6.1%,https://www.youtube.com/watch?v=zTpswDtnBBI
44,43,Shaitan Ka Saala (feat. Vishal Dadlani),Sohail Sen,44,13401876,3.4%,https://www.youtube.com/watch?v=HDhDY-ympFk
45,47,ELEGÍ (feat. Dimelo Flow),"Rauw Alejandro, Dalex & Lenny Tavárez",22,13364697,7%,https://www.youtube.com/watch?v=3Ftud32GEn0
46,32,Kya Baat Aa (feat. Tania Cepoi),Karan Aujla,5,13297131,-16%,https://www.youtube.com/watch?v=x-KbnJ9fvJc
47,,9XM House Of Dance,--,23,13196723,,https://www.youtube.com/watch?v=SD4Z8dlZPd8
48,67,NİMET (feat. Eglo G),Didomido,6,12732968,26.5%,https://www.youtube.com/watch?v=idqdUopJazc
49,,Máquina do Tempo,Matue,1,12541722,,https://www.youtube.com/watch?v=ZPcG9PCfagM
50,84,8 Parche (feat. Gur Sidhu),Baani Sandhu,24,12490318,40.7%,https://www.youtube.com/watch?v=8WWv5_k8D14
51,,Despeinada,Ozuna & Camilo,1,12473418,,https://www.youtube.com/watch?v=mLugzKRTf-0
52,49,"Lean (feat. Towy, Osquel, Beltito, Sammy & Falsetto)",Super Yei,5,12386702,0.8%,https://www.youtube.com/watch?v=zPY8B_0WQSQ
53,44,GOOBA,6ix9ine,19,12158117,-6.1%,https://www.youtube.com/watch?v=pPw_izFr5PA
54,40,Mood Swings (feat. Lil Tjay),Pop Smoke,7,12130426,-14.9%,https://www.youtube.com/watch?v=mM8ostx0Ub8
55,,Don Don,"Daddy Yankee, Anuel AA & Kendo Kaponi",1,12103969,,https://www.youtube.com/watch?v=bZMPz5lzb2U
56,55,you broke me first,Tate McRae,4,11726364,-0%,https://www.youtube.com/watch?v=AG-erEMhumc
57,56,UN DIA (ONE DAY),"J Balvin, Dua Lipa, Bad Bunny & Tainy",8,11719264,0.1%,https://www.youtube.com/watch?v=BjhW3vBA1QU
58,61,لغبطيطا,Omar Kamal & Hassan Shakosh,2,11576502,7.8%,https://www.youtube.com/watch?v=lIpnH6z_gHI
59,54,"Feel Me (feat. Justin Quiles, Lenny Tavárez, Feid & Mariah)","Rich Music, Ltd, Sech & Dalex",7,11553623,-3.1%,https://www.youtube.com/watch?v=n8zo60TdOdE
60,38,High (Remix),"Maria Becerra, TINI & Lola Indigo",2,11538451,-22.4%,https://www.youtube.com/watch?v=dwFErlULaJ0
61,,Kahin Mujhe Pyar Hua Toh Nahin,Alka Yagnik & Kumar Sanu,1,11333316,,https://www.youtube.com/watch?v=mmgdG4UvF3Y
62,50,Kalbim Tatilde,Ziynet Sali,4,11289607,-8.1%,https://www.youtube.com/watch?v=NdtzZYxMcKA
63,,mad at disney,salem ilese,1,11181163,,https://www.youtube.com/watch?v=uJbooOYyBCA
64,,Butterfly,Jass Manak,1,11134096,,https://www.youtube.com/watch?v=b1c6i0VT7ak
65,42,Ayer Me LLamó Mi Ex (feat. Lenny Santos),KHEA,4,10852900,-17.1%,https://www.youtube.com/watch?v=svSqD1ZBZiY
66,,Bông Hoa Đẹp Nhất,Quân A.P,1,10783027,,https://www.youtube.com/watch?v=fTXd-DpN3AI
67,80,Só Você,MC Rogerinho,2,10779705,18.7%,https://www.youtube.com/watch?v=8i5GrPc-ONs
68,58,Watermelon Sugar,Harry Styles,13,10763083,-4.1%,https://www.youtube.com/watch?v=E07s5ZYygMg
69,60,Maria (마리아),Hwa Sa,12,10691719,-0.6%,https://www.youtube.com/watch?v=tDukIfFzX18
70,,Lover Se Shadi,Khesari Lal Yadav,1,10666082,,https://www.youtube.com/watch?v=1uftZ6HX9sY
71,36,Born to Shine,Diljit Dosanjh,2,10593428,-29.1%,https://www.youtube.com/watch?v=dCmp56tSSmA
72,,777-666,Matue,1,10387141,,https://www.youtube.com/watch?v=d-GgZpCtBXw
73,69,夜に駆ける,YOASOBI,16,9954992,-0.4%,https://www.youtube.com/watch?v=x8VYWazR5mE
74,76,"Homenagem aos Relíquias (feat. MC Vinny, MC Julio D.E.R. featuring Menor Mc & MC Leozinho ZS)","Dj Matt D, MC Leozinho ZS, MC Vinny, Menor MC, MC Julio D.E.R. featuring Menor Mc, MC Lemos, Mc Dricka, MC Leozinho ZS & Mc Diouro featuring Naíse",3,9920052,7.1%,https://www.youtube.com/watch?v=pg-oETA3Lnk
75,68,Una Locura,"Ozuna, J Balvin & Chencho Corleone",2,9855613,-1.6%,https://www.youtube.com/watch?v=EszBkjtG7wA
76,62,Meri Aashiqui (feat. Jubin Nautiyal),Rochak Kohli,16,9545486,-9%,https://www.youtube.com/watch?v=SVjkxdjivts
77,77,Юность,Dabro,4,9473587,2.5%,https://www.youtube.com/watch?v=aqsgyOhrRMY
78,92,Idhar Aane Ka Nahi,Akshara Singh,8,9415842,11.5%,https://www.youtube.com/watch?v=y5npPVLP_rs
79,64,4K,"El Alfa, Darell & Noriel",6,9322216,-8.9%,https://www.youtube.com/watch?v=Y_Xm72p6ruY
80,74,"WHATS POPPIN (Remix) (feat. DaBaby, Tory Lanez & Lil Wayne)",Jack Harlow,12,9157553,-2.8%,https://www.youtube.com/watch?v=HIwAI05Y1fU
81,95,Parce (feat. Lenny Tavárez & Justin Quiles),Maluma,4,9140881,12.3%,https://www.youtube.com/watch?v=k_WvAH3AE1w
82,,Saat Samunder,Sadhana Sargam,2,9105985,,https://www.youtube.com/watch?v=POTu2yug87w
83,,Nace Un Borracho,Christian Nodal,1,9054025,,https://www.youtube.com/watch?v=lCcaBN_97TQ
84,,Yo Ya No Vuelvo Contigo (feat. Grupo Firme),Lenin Ramírez,21,9049694,,https://www.youtube.com/watch?v=lDToOe8pVzY
85,,Sona Ke Sikadiya,Antra Singh Priyanka,6,8944983,,https://www.youtube.com/watch?v=gaQ_oolJ-Zc
86,,Humko Tum Mil Gaye,Vishal Mishra,1,8942923,,https://www.youtube.com/watch?v=YmpQVyf_Q7k
87,65,Dream Girl (Remix),Ir Sais & Rauw Alejandro,15,8891048,-12.8%,https://www.youtube.com/watch?v=P9YwNtBS4m4
88,78,Galaksi,Ece Mumay,6,8886326,-3.8%,https://www.youtube.com/watch?v=BVzsT0Apa5I
89,52,When I Look At You,Miley Cyrus,4,8835798,-26.1%,https://www.youtube.com/watch?v=8wxOVn99FTE
90,94,Take You Dancing,Jason Derulo,3,8808146,7.2%,https://www.youtube.com/watch?v=s0-f5RncxcA
91,82,Satisfya,Imran Khan,15,8681068,-3.9%,https://www.youtube.com/watch?v=pfVODjDBFxU
92,,Tá Rocheda (Ao Vivo),Os Barões Da Pisadinha,1,8658690,,https://www.youtube.com/watch?v=kNdIA-L8E3c
93,,神메뉴,Stray Kids,6,8655093,,https://www.youtube.com/watch?v=TQTlCHxyuu8
94,83,Basta Você Me Ligar (Ao Vivo),Os Barões Da Pisadinha,3,8622496,-3.8%,https://www.youtube.com/watch?v=k4xGU8xoA6w
95,70,Midnight Sky,Miley Cyrus,3,8595066,-12.9%,https://www.youtube.com/watch?v=aS1no1myeTM
96,,Tora,Sumit Goswami,1,8564906,,https://www.youtube.com/watch?v=k6i8SnE_iZ8
97,,Dil Ko Maine Di Kasam (feat. Arijit Singh),Amaal Mallik,2,8492718,,https://www.youtube.com/watch?v=UsMRgnTcchY
98,73,Rain On Me,Lady Gaga & Ariana Grande,17,8479273,-12.6%,https://www.youtube.com/watch?v=AoAm4om0wTs
99,75,Melhor eu ir/Ligando os Fatos/Sonho de Amor/Deixa eu te querer (Ao Vivo) (feat. Di Propósito & Vou Zuar),Grupo Menos É Mais,4,8456269,-9.6%,https://www.youtube.com/watch?v=zKAAFsovtM4
100,,Centuries,Fall Out Boy,1,8441117,,https://www.youtube.com/watch?v=LBr7kECsjcQ
