Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,13,Khairiyat,Arijit Singh,2,46711160,116.5%,https://www.youtube.com/watch?v=hoNb6HuNmU0
2,1,TROLLZ (feat. Nicki Minaj),6ix9ine,2,42083106,-64.8%,https://www.youtube.com/watch?v=oNg3M9IJJlY
3,3,DANCE MONKEY,Tones and I,41,41929506,-3.1%,https://www.youtube.com/watch?v=q0hyYWKXF0Q
4,2,GOOBA,6ix9ine,7,35801898,-21.6%,https://www.youtube.com/watch?v=pPw_izFr5PA
5,6,Life Is Good (feat. Drake),FUTURE,23,32362370,2.1%,https://www.youtube.com/watch?v=l0U7SxXHkPY
6,52,Lambiyaan Si Judaiyaan,"Arijit Singh, Shadab Faridi & Altamash Faridi",2,31485392,151.8%,https://www.youtube.com/watch?v=u2A6znC7LIg
7,8,Relación (Remix),"Sech, Daddy Yankee, J Balvin, Rosalía & Farruko",6,31356736,20.8%,https://www.youtube.com/watch?v=XseIJg8Vyj0
8,14,Savage Love (Karaoke),"Jawsh 685, Jason Derulo & Sing King",2,25902149,21%,https://www.youtube.com/watch?v=gUci-tsiU4I
9,86,Main Tera Boyfriend,"Arijit Singh, Neha Kakkar & Meet Bros",9,24836317,176.3%,https://www.youtube.com/watch?v=1ac9FLyQo88
10,7,ROCKSTAR (feat. Roddy Ricch),DaBaby,9,24607850,-6.4%,https://www.youtube.com/watch?v=mxFstYSbBmc
11,10,Blinding Lights,The Weeknd,27,24472885,-1.4%,https://www.youtube.com/watch?v=4NRXx6U8ABQ
12,25,La Jeepeta (Remix),"Nio Garcia, Brray, Juanka, Anuel AA & Myke Towers",9,21823248,22.1%,https://www.youtube.com/watch?v=yErttA9tEro
13,16,9XM House Of Dance,--,13,20786222,-0.4%,https://www.youtube.com/watch?v=SD4Z8dlZPd8
14,11,Yo Perreo Sola,Bad Bunny,17,20375254,-10.4%,https://www.youtube.com/watch?v=GtSRKwDCaZM
15,41,Kaun Tujhe,Palak Muchhal,3,20266761,42.4%,https://www.youtube.com/watch?v=JHUrRSBtUNE
16,40,El Efecto,Rauw Alejandro & Chencho Corleone,13,19986853,37.9%,https://www.youtube.com/watch?v=vpD_EvXiGQ4
17,19,death bed (coffee for your head) (feat. Beabadoobee),Powfu,16,19650587,-1.4%,https://www.youtube.com/watch?v=WB4Nmh76fAc
18,12,MORE & MORE,TWICE,4,19560948,-13.1%,https://www.youtube.com/watch?v=mH0_XpSHkZo
19,9,Mougi Kele PUBG,Khesari Lal Yadav,2,18956255,-25.1%,https://www.youtube.com/watch?v=D1Hkp_DbkVs
20,26,Djadja (feat. Maluma),Aya Nakamura,9,18891908,7.1%,https://www.youtube.com/watch?v=_wRFdiBR8sg
21,21,Play Date,Melanie Martinez,9,18549066,-1.8%,https://www.youtube.com/watch?v=kknKs7cAcO8
22,15,Shaitan Ka Saala (feat. Vishal Dadlani),Sohail Sen,38,17971002,-14.3%,https://www.youtube.com/watch?v=HDhDY-ympFk
23,22,Roses (Imanbek Remix),SAINt JHN,18,17482951,-4.6%,https://www.youtube.com/watch?v=2zToEPpFEN8
24,33,Na Raba Toma Tapão,Niack,6,17028931,6.4%,https://www.youtube.com/watch?v=UR7O8IekguY
25,20,Savage,Megan Thee Stallion,13,16910725,-13.3%,https://www.youtube.com/watch?v=EOxj2ROIxok
26,31,Someone You Loved,Lewis Capaldi,16,16647440,1.1%,https://www.youtube.com/watch?v=zABLecsR5UE
27,32,Tum Hi Aana,Jubin Nautiyal,37,16606384,1.1%,https://www.youtube.com/watch?v=VFTSW817JlI
28,5,Bambiha Bole,Amrit Maan & Sidhu Moose Wala,2,16596268,-52.9%,https://www.youtube.com/watch?v=hpVNMjpjiJc
29,27,Toosie Slide,Drake,12,16573466,-5.6%,https://www.youtube.com/watch?v=xWggTb45brM
30,28,Say So,Doja Cat,21,16554989,-3%,https://www.youtube.com/watch?v=pok8H_KF1FA
31,36,Party Girl,StaySolidRocky,8,15236807,-1.9%,https://www.youtube.com/watch?v=1KlNDZpCkHc
32,24,Meri Aashiqui (feat. Jubin Nautiyal),Rochak Kohli,4,15053580,-16.4%,https://www.youtube.com/watch?v=SVjkxdjivts
33,34,The Box,Roddy Ricch,26,14877256,-6.3%,https://www.youtube.com/watch?v=UNZqm3dxd2w
34,37,Sigues Con Él,Arcangel & Sech,28,14807062,-4.5%,https://www.youtube.com/watch?v=VRUjdlCynU0
35,30,Favorito,Camilo,13,14667589,-11.9%,https://www.youtube.com/watch?v=2mY7AFTtYwQ
36,29,Rain On Me,Lady Gaga & Ariana Grande,5,14603629,-13.1%,https://www.youtube.com/watch?v=AoAm4om0wTs
37,38,Tusa,KAROL G & Nicki Minaj,33,14492098,-5.6%,https://www.youtube.com/watch?v=tbneQDc2H3I
38,17,The Bigger Picture,Lil Baby,2,14115590,-31.8%,https://www.youtube.com/watch?v=_VDGysJGNoI
39,54,MAMACITA,"Black Eyed Peas, Ozuna & J. Rey Soul",6,14112847,14.6%,https://www.youtube.com/watch?v=4bP8wbt4SeA
40,35,Azul (Live),J Balvin,6,13780664,-11.4%,https://www.youtube.com/watch?v=bcaLBKH-Yfc
41,71,Tak Tiki Tak,Harry Nach,4,13732696,32.3%,https://www.youtube.com/watch?v=mD-zS8ZCl8c
42,,Roar,Katy Perry,81,13707327,,https://www.youtube.com/watch?v=CevxZvSJLk8
43,47,Break My Heart,Dua Lipa,13,13689247,-0.3%,https://www.youtube.com/watch?v=Nj2U6rhnucI
44,,Illegal Weapon 2.0,Jasmine Sandlas & Garry Sandhu,24,13575151,,https://www.youtube.com/watch?v=GOkJguI8kYc
45,,Lehanga,Jass Manak,44,13480314,,https://www.youtube.com/watch?v=RKioDWlajvo
46,45,Don't Start Now,Dua Lipa,34,13351759,-4.2%,https://www.youtube.com/watch?v=oygrmJFKYZY
47,,China,"Anuel AA, KAROL G, Daddy Yankee, J Balvin & Ozuna",48,13266879,,https://www.youtube.com/watch?v=0VR3dfZf9Yg
48,23,Sour Candy,Lady Gaga & BLACKPINK,4,12895940,-29.6%,https://www.youtube.com/watch?v=fnPn6At3v28
49,57,Dream Girl (Remix),Ir Sais & Rauw Alejandro,3,12875175,9.5%,https://www.youtube.com/watch?v=P9YwNtBS4m4
50,50,ELEGÍ (feat. Dimelo Flow),"Rauw Alejandro, Dalex & Lenny Tavárez",13,12651197,-5.9%,https://www.youtube.com/watch?v=3Ftud32GEn0
51,51,Boss B*tch,Doja Cat,16,12602430,-4.4%,https://www.youtube.com/watch?v=RsW66teC0BQ
52,55,Intentions (feat. Quavo),Justin Bieber,20,12406910,1.4%,https://www.youtube.com/watch?v=3AyMjyHu1bA
53,,神메뉴,Stray Kids,1,12394576,,https://www.youtube.com/watch?v=TQTlCHxyuu8
54,44,أنا لما بحب,--,4,12384416,-11.5%,https://www.youtube.com/watch?v=XSBkvdx3dKc
55,56,ON,BTS,18,12189561,0.9%,https://www.youtube.com/watch?v=mPVDGOVjRQ0
56,67,We Paid (feat. 42 Dugg),Lil Baby,7,11790580,11.4%,https://www.youtube.com/watch?v=GErG9femMQk
57,,Makhna,"Tanishk Bagchi, Yasser Desai & Asees Kaur",1,11719934,,https://www.youtube.com/watch?v=HqUeSjsYLNU
58,62,夜に駆ける,YOASOBI,4,11642898,6.4%,https://www.youtube.com/watch?v=x8VYWazR5mE
59,49,El Mismo Aire,Camilo,4,11415052,-15.1%,https://www.youtube.com/watch?v=ZYDj7bys8jo
60,69,WANNABE,ITZY,16,11349656,7.8%,https://www.youtube.com/watch?v=fE2h3lGlOsk
61,53,Tattoo (Remix),Rauw Alejandro & Camilo,16,10957895,-11.3%,https://www.youtube.com/watch?v=wJT-YKmlWJc
62,46,Djomb,BOSH,3,10792359,-22.1%,https://www.youtube.com/watch?v=zquFZaHw2TQ
63,63,Kakari Bhail Baa Kamriya Lapak Ke,Samar Singh,3,10684505,-1.8%,https://www.youtube.com/watch?v=alCl_FO2lf8
64,64,Moto,Diler Kharkiya,20,10566472,-1.9%,https://www.youtube.com/watch?v=tJGBVigwPlU
65,79,Before You Go (Acoustic),Lewis Capaldi,10,10524531,8%,https://www.youtube.com/watch?v=Jtauh8GcxBY
66,43,Lathi,Weird Genius & Sara Fajira,7,10447657,-26.1%,https://www.youtube.com/watch?v=8uy7G2JXVSA
67,61,Blueberry Faygo (C-Mix),Lil Mosey,13,10314177,-5.9%,https://www.youtube.com/watch?v=V_jHc_n0p9c
68,65,Como Llora,Juanfran,7,10177551,-4.3%,https://www.youtube.com/watch?v=vtCc5SJRa9c
69,,Hello Koun,Ritesh Pandey & Sneh Upadhya,21,10155433,,https://www.youtube.com/watch?v=0hGGaVCCqPk
70,60,Safaera,Bad Bunny,17,10077395,-9.6%,https://www.youtube.com/watch?v=jCQ_6XbATPc
71,,Reggaetonera,Anuel AA,1,10024447,,https://www.youtube.com/watch?v=RMl7Fx-WNy4
72,58,عود البطل,Hassan Shakosh & Omar Kamal,16,9977532,-13.3%,https://www.youtube.com/watch?v=DH6D7KwB_I8
73,4,Flores,Vitão & Luísa Sonza,2,9947475,-73%,https://www.youtube.com/watch?v=meL5o_pmU_w
74,,Death Enclaimed,Youngboy Never Broke Again,1,9868696,,https://www.youtube.com/watch?v=ted2pAnAnQc
75,73,Supalonely (feat. Gus Dapperton),BENEE,14,9827005,-3.2%,https://www.youtube.com/watch?v=Rb6Scz-5YOs
76,74,Anissa,Wejdene,3,9809660,-0.6%,https://www.youtube.com/watch?v=M2l-X9M6zAo
77,66,Mitha Mitha Bathe Kamariya (feat. Dimpal Singh),Pawan Singh,4,9776508,-7.7%,https://www.youtube.com/watch?v=B7t35oWkAQg
78,82,Caramelo (Remix),"KAROL G, Myke Towers & Ozuna",2,9702562,1.3%,https://www.youtube.com/watch?v=KilybZma5vY
79,70,Surrender,Natalie Taylor,7,9693910,-6.9%,https://www.youtube.com/watch?v=caoP4dj2oro
80,76,goosebumps (feat. Kendrick Lamar),Travis Scott,9,9506123,-3.3%,https://www.youtube.com/watch?v=Dst9gZkq1a8
81,77,Karabuu,Chandan Shetty,2,9309669,-5.1%,https://www.youtube.com/watch?v=Ysf4QRrcLGM
82,83,Por Primera Vez,Camilo,16,9134697,-4.2%,https://www.youtube.com/watch?v=YwodhCjFbQ8
83,,Mi Niña,Ozuna,1,9072672,,https://www.youtube.com/watch?v=qfXfHRZEBeg
84,,Karaoke,Boomdabash & Alessandra Amoroso,1,9004245,,https://www.youtube.com/watch?v=fHFx6FbUMRQ
