Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Taki Taki,DJ Snake,5,109460476,-4.5%,https://www.youtube.com/watch?v=ixkoVwKQaJg
2,2,Girls Like You (feat. Cardi B),Maroon 5,22,74675173,-1.5%,https://www.youtube.com/watch?v=aJOTlE1K90k
3,3,Mía (feat. Drake),Bad Bunny,3,58879588,8.1%,https://www.youtube.com/watch?v=OSUxrSe5GbI
4,4,Culpables,Karol G & Anuel AA,7,34695777,-10.2%,https://www.youtube.com/watch?v=xfdG6vwIGGU
5,7,BEBE (feat. Anuel AA),6ix9ine,9,30763142,7.2%,https://www.youtube.com/watch?v=ycV6cnK3SIs
6,18,No Me Acuerdo,Thalía & Natti Natasha,22,28287838,29.9%,https://www.youtube.com/watch?v=iQEVguV71sI
7,,Woman Like Me (feat. Nicki Minaj),Little Mix,1,27033399,,https://www.youtube.com/watch?v=fSOpiZo1BAA
8,23,Happier (feat. Bastille),Marshmello,7,26636678,35.4%,https://www.youtube.com/watch?v=m7Bc3pLyij0
9,43,Kiss and Make Up,Dua Lipa & BLACKPINK,2,26073541,58.7%,https://www.youtube.com/watch?v=AX3Bsiq-13k
10,10,Te Boté (Remix),"Casper Magico, Nio Garcia, Darell, Nicky Jam, Bad Bunny & Ozuna",30,25024891,2%,https://www.youtube.com/watch?v=9jI-z9QN6g8
11,13,Nikle Currant,Jassi Gill & Neha Kakkar,3,24724716,7%,https://www.youtube.com/watch?v=uBaqgt5V0mU
12,11,Sin Pijama,Becky G & Natti Natasha,20,24065191,-0.4%,https://www.youtube.com/watch?v=zEf423kYfqk
13,,Arms Around You (feat. Maluma & Swae Lee),Lil Pump & XXXTENTACION,1,23048664,,https://www.youtube.com/watch?v=tLNOce4Y4uc
14,8,"Dilbar (Neha Kakkar, Dhvani Bhanushali & Ikka Singh)","Neha Kakkar, Dhvani Bhanushali & Ikka Singh",18,22974096,-9.9%,https://www.youtube.com/watch?v=JFcgOboQZ08
15,6,SICKO MODE (feat. Drake),Travis Scott,10,22933031,-21.3%,https://www.youtube.com/watch?v=6ONRf7h3Mdk
16,,ซ่อนกลิ่น,Palmy,1,22901849,,https://www.youtube.com/watch?v=M7ovvi6UdcI
17,39,Ella Quiere Beber,Anuel AA,11,22247299,27.2%,https://www.youtube.com/watch?v=BTtBmo5EbEk
18,,I'll Never Love Again,Lady Gaga & Bradley Cooper,1,22052682,,https://www.youtube.com/watch?v=52nfjRzIaj8
19,12,I Like It,"Cardi B, Bad Bunny & J Balvin",29,21908607,-7.8%,https://www.youtube.com/watch?v=xTlNMmZKwpA
20,16,Shallow,Lady Gaga & Bradley Cooper,5,21717976,-0.9%,https://www.youtube.com/watch?v=bo_efYhYU2A
21,14,Cuando Te Besé,Becky G & Paulo Londra,13,21704708,-2.8%,https://www.youtube.com/watch?v=zAWsoFk2yVw
22,,when the party's over,Billie Eilish,1,21332308,,https://www.youtube.com/watch?v=pbMwTqkKSps
23,22,Vaina Loca,Ozuna & Manuel Turizo,18,21084126,7%,https://www.youtube.com/watch?v=bx-fuY7LpSU
24,15,Ya No Tiene Novio,Sebastián Yatra & Mau y Ricky,12,20990786,-5.1%,https://www.youtube.com/watch?v=-qGbUNQqVNc
25,26,Zeze Freestyle,MIST,3,20943645,9%,https://www.youtube.com/watch?v=EfHNIPXTxy0
26,,KARNA SU SAYANG (feat. Dian Sorowea),Near,1,20412029,,https://www.youtube.com/watch?v=A8wGcIBz9iA
27,19,Eastside,"Benny Blanco, Halsey & Khalid",12,19412206,-5.9%,https://www.youtube.com/watch?v=56WBK4ZK_cw
28,21,Laung Laachi,Mannat Noor,30,19024397,-4.3%,https://www.youtube.com/watch?v=YpkJO_GrCo0
29,25,FRIENDS,Marshmello & Anne-Marie,36,18981980,-2.6%,https://www.youtube.com/watch?v=jzD_yyEcp0M
